No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
12314,2014,6,26,7,2,9,16,10,20,88.45,1005,22,NE,36,1.4,1.5
12315,2014,6,26,8,2,12,5,10,20,88.45,1005,22,NE,39,4.9,6.4
12316,2014,6,26,9,2,16,8,11,21,94.07,1004,22,NE,42,3.7,10.1
12317,2014,6,26,10,2,14,13,11,21,94.07,1005,22,NE,45,3.7,13.8
12318,2014,6,26,11,2,16,10,18,20,88.45,1005,22,NE,47,0.9,14.7
12319,2014,6,26,12,2,18,20,14,21,88.54,1004,23,NE,50,3.3,18
12320,2014,6,26,13,2,16,8,15,21,94.07,1004,22,NE,53,4.8,22.8
12321,2014,6,26,14,2,5,17,15,21,94.07,1003,22,NE,57,2.6,25.4
12322,2014,6,26,15,2,NA,9,14,20,88.45,1003,22,SE,4,10.9,36.3
12323,2014,6,26,16,2,NA,16,16,21,94.07,1004,22,NW,4,6.1,42.4
12324,2014,6,26,17,2,NA,14,18,21,94.07,1003,22,NE,4,0.2,42.6
12325,2014,6,26,18,2,NA,31,20,21,88.54,1003,23,SE,2,0.7,43.3
12326,2014,6,26,19,2,NA,29,23,21,88.54,1004,23,cv,0,0.9,44.2
12327,2014,6,26,20,2,NA,39,35,21,88.54,1004,23,cv,1,0.2,44.4
12328,2014,6,26,21,2,6,29,40,21,88.54,1004,23,NE,3,0,0
12329,2014,6,26,22,2,31,30,41,21,88.54,1005,23,NE,7,9.6,9.6
12330,2014,6,26,23,2,25,14,25,21,94.07,1004,22,NE,8,16,25.6
12331,2014,6,27,0,2,NA,9,14,21,94.07,1004,22,NE,11,3,28.6
12332,2014,6,27,1,2,18,9,18,21,94.07,1004,22,NE,15,0.3,28.9
12333,2014,6,27,2,2,15,12,NA,20,88.45,1004,22,NE,18,0.1,29
12334,2014,6,27,3,2,9,10,17,20,88.45,1003,22,NE,21,0.1,29.1
12335,2014,6,27,4,2,10,10,9,20,88.45,1003,22,NE,25,0,0
12336,2014,6,27,5,2,13,5,10,20,88.45,1004,22,NE,27,0,0
12337,2014,6,27,6,2,10,16,10,20,88.45,1004,22,NE,29,0,0
12338,2014,6,27,7,2,13,14,8,20,88.45,1005,22,NE,33,0.2,0.2
12339,2014,6,27,8,2,17,13,11,21,94.07,1006,22,NE,36,0,0
12340,2014,6,27,9,2,17,15,NA,20,88.45,1006,22,NE,39,0,0
12341,2014,6,27,10,2,23,17,14,21,88.54,1006,23,NE,42,0.3,0.3
12342,2014,6,27,11,2,21,10,22,21,88.54,1006,23,NE,45,0,0
12343,2014,6,27,12,2,13,19,18,20,83.25,1006,23,NE,48,0,0
12344,2014,6,27,13,2,17,35,27,20,83.25,1006,23,NE,52,0,0
12345,2014,6,27,14,2,26,21,35,20,73.84,1006,25,NE,56,0,0
12346,2014,6,27,15,2,24,28,36,20,78.39,1005,24,NE,59,0,0
12347,2014,6,27,16,2,19,19,36,20,78.39,1006,24,NE,62,0,0
12348,2014,6,27,17,2,19,23,33,20,78.39,1006,24,NE,65,0,0
12349,2014,6,27,18,2,28,23,28,20,83.25,1006,23,NE,68,0,0
12350,2014,6,27,19,2,33,25,24,20,83.25,1006,23,SE,3,0,0
12351,2014,6,27,20,2,38,33,27,20,83.25,1007,23,NE,3,0,0
12352,2014,6,27,21,2,34,26,28,20,83.25,1007,23,SE,2,0,0
12353,2014,6,27,22,2,30,27,33,19,83.13,1007,22,SE,4,0,0
12354,2014,6,27,23,2,32,28,34,19,83.13,1007,22,SW,1,0,0
12355,2014,6,28,0,2,41,30,42,19,88.37,1007,21,SW,2,0,0
12356,2014,6,28,1,2,44,31,39,19,88.37,1006,21,cv,0,0,0
12357,2014,6,28,2,2,45,37,49,19,88.37,1006,21,cv,0,0,0
12358,2014,6,28,3,2,50,34,52,19,88.37,1006,21,cv,0,0,0
12359,2014,6,28,4,2,51,39,52,19,88.37,1006,21,NE,1,0,0
12360,2014,6,28,5,2,53,40,55,19,88.37,1006,21,SW,1,0,0
12361,2014,6,28,6,2,46,43,56,20,88.45,1007,22,SW,2,0,0
12362,2014,6,28,7,2,47,43,59,20,88.45,1007,22,cv,1,0,0
12363,2014,6,28,8,2,53,57,60,21,88.54,1007,23,SW,2,0,0
12364,2014,6,28,9,2,89,80,78,20,73.84,1007,25,SW,4,0,0
12365,2014,6,28,10,2,115,82,110,21,74.02,1007,26,SW,6,0,0
12366,2014,6,28,11,2,129,102,124,21,69.79,1007,27,NW,2,0,0
12367,2014,6,28,12,2,159,116,147,20,58.42,1007,29,SW,2,0,0
12368,2014,6,28,13,2,181,122,165,21,62.13,1006,29,SW,5,0,0
12369,2014,6,28,14,2,183,123,166,20,58.42,1006,29,SW,8,0,0
12370,2014,6,28,15,2,175,107,146,21,62.13,1006,29,SW,13,0,0
12371,2014,6,28,16,2,148,94,135,21,65.83,1005,28,SW,19,0,0
12372,2014,6,28,17,2,131,107,126,21,69.79,1005,27,SW,23,0,0
12373,2014,6,28,18,2,125,102,122,21,74.02,1005,26,SW,26,0,0
12374,2014,6,28,19,2,127,86,114,20,69.6,1006,26,SW,30,0,0
12375,2014,6,28,20,2,119,73,93,21,83.37,1007,24,SW,33,0,0
12376,2014,6,28,21,2,90,65,72,20,78.39,1008,24,SW,37,0,0
12377,2014,6,28,22,2,75,65,60,20,78.39,1008,24,SW,40,0,0
12378,2014,6,28,23,2,78,61,65,20,78.39,1008,24,SW,42,0,0
12379,2014,6,29,0,2,86,66,72,20,83.25,1008,23,SW,45,0,0
12380,2014,6,29,1,2,86,62,74,19,78.24,1007,23,SW,47,0,0
12381,2014,6,29,2,2,81,69,77,19,83.13,1007,22,SW,49,0,0
12382,2014,6,29,3,2,79,65,83,19,83.13,1007,22,SE,2,0,0
12383,2014,6,29,4,2,79,75,107,19,83.13,1007,22,SE,3,0,0
12384,2014,6,29,5,2,83,78,99,19,83.13,1007,22,SE,5,0,0
12385,2014,6,29,6,2,88,79,94,19,83.13,1007,22,SW,2,0,0
12386,2014,6,29,7,2,92,75,90,19,78.24,1007,23,SW,4,0,0
12387,2014,6,29,8,2,94,74,96,19,69.4,1008,25,SW,6,0,0
12388,2014,6,29,9,2,83,56,69,19,65.41,1008,26,SW,8,0,0
12389,2014,6,29,10,2,78,59,70,18,57.93,1008,27,SW,10,0,0
12390,2014,6,29,11,2,93,84,93,18,51.57,1008,29,SW,14,0,0
12391,2014,6,29,12,2,123,108,131,18,48.69,1007,30,SW,17,0,0
12392,2014,6,29,13,2,144,110,137,18,48.69,1007,30,SW,19,0,0
12393,2014,6,29,14,2,156,112,150,19,51.83,1007,30,SW,22,0,0
12394,2014,6,29,15,2,162,105,143,19,48.96,1006,31,SW,26,0,0
12395,2014,6,29,16,2,150,98,142,18,48.69,1006,30,SW,29,0,0
12396,2014,6,29,17,2,142,79,142,18,51.57,1006,29,SW,32,0,0
12397,2014,6,29,18,2,99,72,109,19,58.17,1006,28,SW,36,0,0
12398,2014,6,29,19,2,88,66,93,20,69.6,1007,26,SW,40,0,0
12399,2014,6,29,20,2,91,107,98,19,65.41,1007,26,SW,44,0,0
12400,2014,6,29,21,2,117,99,102,20,73.84,1008,25,SW,48,0,0
12401,2014,6,29,22,2,96,80,91,20,73.84,1009,25,SW,52,0,0
12402,2014,6,29,23,2,97,73,99,19,69.4,1009,25,SW,55,0,0
12403,2014,6,30,0,2,88,65,85,19,69.4,1008,25,SE,3,0,0
12404,2014,6,30,1,2,75,58,75,20,78.39,1008,24,SE,5,0,0
12405,2014,6,30,2,2,73,62,71,20,78.39,1009,24,SW,2,0,0
12406,2014,6,30,3,2,73,66,69,20,78.39,1009,24,cv,1,0.1,0.1
12407,2014,6,30,4,2,75,57,75,21,83.37,1009,24,NE,2,0,0
12408,2014,6,30,5,2,73,61,76,21,83.37,1009,24,SE,2,0.2,0.2
12409,2014,6,30,6,2,72,60,80,21,83.37,1010,24,SW,2,0.3,0.5
12410,2014,6,30,7,2,76,67,80,21,88.54,1010,23,SW,5,0.4,0.9
12411,2014,6,30,8,2,91,73,79,20,83.25,1010,23,SW,9,0,0
12412,2014,6,30,9,2,84,47,65,18,69.2,1009,24,SW,15,0,0
12413,2014,6,30,10,2,52,35,NA,16,57.44,1010,25,SW,20,0,0
12414,2014,6,30,11,2,42,29,34,14,44.89,1010,27,SW,23,0,0
12415,2014,6,30,12,2,NA,29,32,12,37.16,1010,28,SW,28,0,0
12416,2014,6,30,13,2,34,37,31,13,39.67,1010,28,SW,32,0,0
12417,2014,6,30,14,2,NA,31,32,14,42.34,1010,28,SW,36,0,0
12418,2014,6,30,15,2,33,33,31,15,50.78,1009,26,SW,41,0,0
12419,2014,6,30,16,2,42,54,47,16,57.44,1009,25,SW,46,0,0
12420,2014,6,30,17,2,66,71,67,17,64.98,1009,24,SE,4,0,0
12421,2014,6,30,18,2,84,78,82,18,73.5,1010,23,SW,5,0,0
12422,2014,6,30,19,2,88,80,84,19,78.24,1010,23,SW,9,0,0
12423,2014,6,30,20,2,80,60,72,19,78.24,1010,23,SW,12,0,0
12424,2014,6,30,21,2,69,53,59,19,78.24,1011,23,SE,3,0,0
12425,2014,6,30,22,2,59,56,61,18,73.5,1011,23,SW,3,0,0
12426,2014,6,30,23,2,52,40,51,18,73.5,1010,23,SE,2,0,0
12427,2014,7,1,0,2,NA,44,48,17,73.32,1010,22,SE,5,NA,NA
12428,2014,7,1,1,2,42,33,43,18,78.09,1010,22,SE,8,NA,NA
12429,2014,7,1,2,2,38,40,42,19,83.13,1009,22,SE,11,NA,NA
12430,2014,7,1,3,2,40,34,40,18,78.09,1009,22,SE,13,NA,NA
12431,2014,7,1,4,2,41,39,42,18,78.09,1009,22,NE,2,NA,NA
12432,2014,7,1,5,2,45,45,48,19,83.13,1009,22,SE,2,NA,NA
12433,2014,7,1,6,2,43,46,53,19,78.24,1009,23,SE,4,NA,NA
12434,2014,7,1,7,2,42,47,56,19,78.24,1010,23,SE,6,NA,NA
12435,2014,7,1,8,2,50,44,58,20,83.25,1010,23,SE,9,NA,NA
12436,2014,7,1,9,2,55,52,60,20,83.25,1011,23,NE,2,NA,NA
12437,2014,7,1,10,2,62,66,65,20,83.25,1010,23,SE,3,NA,NA
12438,2014,7,1,11,2,61,55,65,21,83.37,1010,24,SE,6,NA,NA
12439,2014,7,1,12,2,59,62,58,21,83.37,1010,24,NE,3,NA,NA
12440,2014,7,1,13,2,55,39,58,21,83.37,1009,24,SE,3,NA,NA
12441,2014,7,1,14,2,41,40,49,21,83.37,1009,24,NE,3,NA,NA
12442,2014,7,1,15,2,NA,18,32,21,88.54,1009,23,NE,6,NA,NA
12443,2014,7,1,16,2,24,12,22,21,88.54,1009,23,SE,3,NA,NA
12444,2014,7,1,17,2,19,21,19,21,88.54,1008,23,NE,4,NA,NA
12445,2014,7,1,18,2,17,19,20,20,83.25,1008,23,NE,9,NA,NA
12446,2014,7,1,19,2,20,27,24,20,88.45,1008,22,SE,5,NA,NA
12447,2014,7,1,20,2,23,27,22,20,88.45,1008,22,SE,9,NA,NA
12448,2014,7,1,21,2,23,17,25,20,88.45,1007,22,SE,13,NA,NA
12449,2014,7,1,22,2,21,25,25,21,88.54,1007,23,SE,17,NA,NA
12450,2014,7,1,23,2,19,19,23,21,88.54,1007,23,SE,21,NA,NA
12451,2014,7,2,0,2,22,27,24,21,88.54,1006,23,SE,26,NA,NA
12452,2014,7,2,1,2,28,29,25,21,88.54,1005,23,SE,29,NA,NA
12453,2014,7,2,2,2,32,23,25,21,88.54,1005,23,SE,32,NA,NA
12454,2014,7,2,3,2,31,26,23,22,94.12,1004,23,SE,34,NA,NA
12455,2014,7,2,4,2,27,32,24,22,94.12,1004,23,SE,37,NA,NA
12456,2014,7,2,5,2,NA,34,NA,22,94.12,1004,23,SW,3,NA,NA
12457,2014,7,2,6,2,31,43,27,22,88.62,1003,24,SE,3,NA,NA
12458,2014,7,2,7,2,61,63,49,23,94.16,1003,24,SE,6,NA,NA
12459,2014,7,2,8,2,71,47,58,23,94.16,1003,24,SW,2,NA,NA
12460,2014,7,2,9,2,77,58,62,23,88.7,1003,25,SE,2,NA,NA
12461,2014,7,2,10,2,73,53,61,23,88.7,1003,25,SW,3,NA,NA
12462,2014,7,2,11,2,63,59,61,23,88.7,1003,25,SW,6,NA,NA
12463,2014,7,2,12,2,78,86,77,24,94.2,1003,25,SW,9,NA,NA
12464,2014,7,2,13,2,108,90,NA,24,94.2,1002,25,SW,13,NA,NA
12465,2014,7,2,14,2,98,70,111,23,88.7,1002,25,NW,4,NA,NA
12466,2014,7,2,15,2,NA,50,105,23,83.6,1002,26,SW,5,NA,NA
12467,2014,7,2,16,2,83,31,66,23,83.6,1002,26,NW,4,NA,NA
12468,2014,7,2,17,2,38,45,49,23,83.6,1001,26,NW,8,NA,NA
12469,2014,7,2,18,2,39,23,39,22,78.68,1002,26,NW,13,NA,NA
12470,2014,7,2,19,2,46,36,44,21,78.53,1002,25,NW,16,NA,NA
12471,2014,7,2,20,2,55,45,54,21,78.53,1002,25,NW,19,NA,NA
12472,2014,7,2,21,2,64,51,58,21,78.53,1003,25,NW,21,NA,NA
12473,2014,7,2,22,2,69,55,61,21,83.37,1003,24,NW,23,NA,NA
12474,2014,7,2,23,2,71,58,61,21,83.37,1003,24,NW,26,NA,NA
12475,2014,7,3,0,2,NA,54,65,22,88.62,1003,24,SW,2,NA,NA
12476,2014,7,3,1,2,72,53,70,22,88.62,1003,24,SW,5,NA,NA
12477,2014,7,3,2,2,75,68,75,22,88.62,1002,24,SW,7,NA,NA
12478,2014,7,3,3,2,78,75,84,22,88.62,1002,24,SW,9,NA,NA
12479,2014,7,3,4,2,87,73,86,21,88.54,1002,23,NW,3,NA,NA
12480,2014,7,3,5,2,100,72,92,21,88.54,1003,23,NW,6,NA,NA
12481,2014,7,3,6,2,114,102,107,21,88.54,1003,23,NW,9,NA,NA
12482,2014,7,3,7,2,133,106,130,21,83.37,1003,24,NW,12,NA,NA
12483,2014,7,3,8,2,23,84,138,21,78.53,1003,25,NW,16,NA,NA
12484,2014,7,3,9,2,NA,89,123,20,65.62,1003,27,NW,21,NA,NA
12485,2014,7,3,10,2,NA,93,119,20,65.62,1004,27,NW,25,NA,NA
12486,2014,7,3,11,2,NA,90,118,20,61.9,1004,28,NW,29,NA,NA
12487,2014,7,3,12,2,NA,90,120,19,54.9,1004,29,NW,33,NA,NA
12488,2014,7,3,13,2,116,92,NA,20,55.15,1003,30,NW,39,NA,NA
12489,2014,7,3,14,2,113,84,124,19,51.83,1003,30,NE,4,NA,NA
12490,2014,7,3,15,2,93,74,108,19,51.83,1002,30,NE,7,NA,NA
12491,2014,7,3,16,2,83,71,111,19,51.83,1002,30,NW,3,NA,NA
12492,2014,7,3,17,2,82,50,108,19,51.83,1002,30,cv,1,NA,NA
12493,2014,7,3,18,2,57,29,61,21,65.83,1002,28,SE,6,NA,NA
12494,2014,7,3,19,2,38,29,48,21,74.02,1004,26,SE,10,NA,NA
12495,2014,7,3,20,2,35,31,42,21,74.02,1004,26,SE,13,NA,NA
12496,2014,7,3,21,2,31,25,33,21,78.53,1004,25,SE,16,NA,NA
12497,2014,7,3,22,2,26,21,30,20,73.84,1005,25,SE,20,NA,NA
12498,2014,7,3,23,2,26,14,27,20,78.39,1005,24,SE,24,NA,NA
12499,2014,7,4,0,2,25,19,33,20,78.39,1005,24,SE,28,NA,NA
12500,2014,7,4,1,2,26,28,36,20,78.39,1005,24,SE,32,NA,NA
12501,2014,7,4,2,2,30,17,33,19,73.67,1005,24,SE,35,NA,NA
12502,2014,7,4,3,2,24,18,28,19,73.67,1005,24,NE,2,NA,NA
12503,2014,7,4,4,2,23,23,23,19,73.67,1005,24,SE,4,NA,NA
12504,2014,7,4,5,2,21,25,30,19,73.67,1005,24,SE,7,NA,NA
12505,2014,7,4,6,2,38,52,50,19,73.67,1006,24,SE,10,NA,NA
12506,2014,7,4,7,2,73,59,74,20,73.84,1006,25,SE,13,NA,NA
12507,2014,7,4,8,2,101,89,NA,20,73.84,1006,25,SE,17,NA,NA
12508,2014,7,4,9,2,NA,93,17,20,73.84,1006,25,SE,21,NA,NA
12509,2014,7,4,10,2,125,93,124,21,74.02,1006,26,SE,25,NA,NA
12510,2014,7,4,11,2,116,80,118,21,74.02,1006,26,NE,4,NA,NA
12511,2014,7,4,12,2,103,73,101,21,69.79,1006,27,SE,4,NA,NA
12512,2014,7,4,13,2,90,61,78,21,69.79,1006,27,SE,8,NA,NA
12513,2014,7,4,14,2,65,26,55,21,74.02,1006,26,NE,5,NA,NA
12514,2014,7,4,15,2,46,31,42,21,74.02,1006,26,NE,9,NA,NA
12515,2014,7,4,16,2,37,41,33,21,83.37,1006,24,NE,13,NA,NA
12516,2014,7,4,17,2,36,38,39,22,88.62,1006,24,NE,17,NA,NA
12517,2014,7,4,18,2,34,30,31,21,83.37,1007,24,SE,6,NA,NA
12518,2014,7,4,19,2,31,23,29,21,88.54,1007,23,SE,13,NA,NA
12519,2014,7,4,20,2,NA,16,NA,20,83.25,1007,23,SE,20,NA,NA
12520,2014,7,4,21,2,16,23,12,20,88.45,1007,22,SE,25,NA,NA
12521,2014,7,4,22,2,16,17,NA,19,78.24,1007,23,SE,30,NA,NA
12522,2014,7,4,23,2,17,28,21,19,78.24,1007,23,SE,35,NA,NA
12523,2014,7,5,0,2,NA,22,26,20,83.25,1006,23,SE,40,NA,NA
12524,2014,7,5,1,2,30,31,29,20,83.25,1006,23,SE,45,NA,NA
12525,2014,7,5,2,2,27,19,30,20,83.25,1005,23,SE,49,NA,NA
12526,2014,7,5,3,2,24,26,31,20,83.25,1004,23,SE,53,NA,NA
12527,2014,7,5,4,2,25,34,31,20,83.25,1004,23,SE,57,NA,NA
12528,2014,7,5,5,2,27,25,29,21,88.54,1004,23,SE,62,NA,NA
12529,2014,7,5,6,2,31,29,27,21,83.37,1005,24,SE,67,NA,NA
12530,2014,7,5,7,2,28,27,33,22,88.62,1004,24,SE,73,NA,NA
12531,2014,7,5,8,2,30,24,29,23,88.7,1004,25,SE,78,NA,NA
12532,2014,7,5,9,2,28,19,29,23,83.6,1004,26,SE,84,NA,NA
12533,2014,7,5,10,2,30,26,31,24,88.78,1004,26,SE,89,NA,NA
12534,2014,7,5,11,2,31,27,33,24,83.71,1003,27,SE,95,NA,NA
12535,2014,7,5,12,2,33,30,35,24,83.71,1003,27,SE,100,NA,NA
12536,2014,7,5,13,2,32,31,30,24,78.97,1003,28,SE,106,NA,NA
12537,2014,7,5,14,2,30,20,29,25,83.82,1003,28,SE,111,NA,NA
12538,2014,7,5,15,2,27,24,26,25,83.82,1002,28,SE,116,NA,NA
12539,2014,7,5,16,2,24,32,28,25,83.82,1002,28,SE,119,NA,NA
12540,2014,7,5,17,2,26,29,22,25,83.82,1002,28,SW,3,NA,NA
12541,2014,7,5,18,2,30,30,27,25,83.82,1001,28,SW,7,NA,NA
12542,2014,7,5,19,2,32,31,37,25,88.86,1003,27,SW,10,NA,NA
12543,2014,7,5,20,2,37,38,40,25,88.86,1003,27,NW,2,NA,NA
12544,2014,7,5,21,2,53,32,55,25,88.86,1003,27,SW,2,NA,NA
12545,2014,7,5,22,2,43,40,48,24,88.78,1004,26,SW,4,NA,NA
12546,2014,7,5,23,2,43,36,38,24,94.2,1003,25,SW,5,NA,NA
12547,2014,7,6,0,2,41,29,NA,24,94.2,1003,25,SW,6,NA,NA
12548,2014,7,6,1,2,50,50,34,24,94.2,1003,25,NW,3,NA,NA
12549,2014,7,6,2,2,72,53,41,22,83.48,1003,25,NW,6,NA,NA
12550,2014,7,6,3,2,77,56,56,22,88.62,1002,24,NW,9,NA,NA
12551,2014,7,6,4,2,67,54,84,22,94.12,1002,23,NW,13,NA,NA
12552,2014,7,6,5,2,51,36,NA,21,88.54,1003,23,NW,18,NA,NA
12553,2014,7,6,6,2,48,48,53,21,94.07,1004,22,NW,22,NA,NA
12554,2014,7,6,7,2,43,39,47,21,88.54,1004,23,NW,27,NA,NA
12555,2014,7,6,8,2,45,38,47,21,83.37,1005,24,NW,31,NA,NA
12556,2014,7,6,9,2,38,36,44,21,78.53,1005,25,NW,37,NA,NA
12557,2014,7,6,10,2,45,38,38,20,69.6,1005,26,NW,45,NA,NA
12558,2014,7,6,11,2,51,41,42,20,69.6,1005,26,NW,51,NA,NA
12559,2014,7,6,12,2,52,41,52,20,61.9,1004,28,NW,57,NA,NA
12560,2014,7,6,13,2,53,57,54,20,65.62,1004,27,NW,63,NA,NA
12561,2014,7,6,14,2,58,55,58,20,65.62,1004,27,NW,69,NA,NA
12562,2014,7,6,15,2,57,49,60,20,61.9,1004,28,NW,75,NA,NA
12563,2014,7,6,16,2,52,50,55,20,61.9,1004,28,NW,81,NA,NA
12564,2014,7,6,17,2,52,46,57,20,61.9,1004,28,NW,87,NA,NA
12565,2014,7,6,18,2,53,52,59,20,61.9,1004,28,NW,92,NA,NA
12566,2014,7,6,19,2,57,54,56,21,69.79,1004,27,NW,96,NA,NA
12567,2014,7,6,20,2,63,53,65,21,74.02,1005,26,NW,99,NA,NA
12568,2014,7,6,21,2,72,70,76,21,78.53,1005,25,NW,102,NA,NA
12569,2014,7,6,22,2,77,63,80,21,78.53,1006,25,NW,104,NA,NA
12570,2014,7,6,23,2,86,59,86,21,83.37,1006,24,SW,2,NA,NA
12571,2014,7,7,0,2,NA,72,92,22,88.62,1006,24,NW,2,NA,NA
12572,2014,7,7,1,2,91,67,85,21,83.37,1005,24,NW,5,NA,NA
12573,2014,7,7,2,2,78,55,95,21,83.37,1004,24,NW,8,NA,NA
12574,2014,7,7,3,2,71,54,80,21,88.54,1005,23,NW,10,NA,NA
12575,2014,7,7,4,2,60,38,68,20,83.25,1005,23,NW,11,NA,NA
12576,2014,7,7,5,2,56,40,56,20,88.45,1005,22,NE,2,NA,NA
12577,2014,7,7,6,2,50,43,49,21,88.54,1006,23,cv,0,NA,NA
12578,2014,7,7,7,2,50,42,39,21,83.37,1006,24,cv,1,NA,NA
12579,2014,7,7,8,2,49,39,44,21,78.53,1006,25,NE,3,NA,NA
12580,2014,7,7,9,2,47,38,36,20,65.62,1006,27,NE,6,NA,NA
12581,2014,7,7,10,2,42,42,50,20,61.9,1006,28,NW,3,NA,NA
12582,2014,7,7,11,2,42,36,45,20,58.42,1006,29,NW,7,NA,NA
12583,2014,7,7,12,2,45,35,53,21,58.65,1005,30,NW,11,NA,NA
12584,2014,7,7,13,2,47,45,52,20,55.15,1004,30,NE,3,NA,NA
12585,2014,7,7,14,2,46,32,62,20,55.15,1004,30,cv,2,NA,NA
12586,2014,7,7,15,2,36,35,50,20,52.09,1003,31,NW,2,NA,NA
12587,2014,7,7,16,2,43,40,52,21,58.65,1003,30,NE,4,NA,NA
12588,2014,7,7,17,2,36,24,40,23,70.17,1003,29,SE,4,NA,NA
12589,2014,7,7,18,2,25,18,31,22,74.19,1004,27,NE,6,NA,NA
12590,2014,7,7,19,2,19,25,21,22,78.68,1005,26,SE,5,NA,NA
12591,2014,7,7,20,2,21,14,21,21,74.02,1005,26,SE,10,NA,NA
12592,2014,7,7,21,2,18,12,17,21,74.02,1005,26,NE,3,NA,NA
12593,2014,7,7,22,2,15,7,19,21,78.53,1005,25,NE,6,NA,NA
12594,2014,7,7,23,2,14,19,11,21,83.37,1004,24,NE,10,NA,NA
12595,2014,7,8,0,2,20,5,NA,21,83.37,1004,24,NE,14,NA,NA
12596,2014,7,8,1,2,22,9,NA,21,83.37,1004,24,SE,4,NA,NA
12597,2014,7,8,2,2,19,16,20,20,78.39,1003,24,NE,2,NA,NA
12598,2014,7,8,3,2,26,18,19,21,83.37,1003,24,NE,4,NA,NA
12599,2014,7,8,4,2,22,5,22,21,83.37,1003,24,SE,2,NA,NA
12600,2014,7,8,5,2,19,7,14,20,78.39,1003,24,NE,2,NA,NA
12601,2014,7,8,6,2,19,10,18,21,83.37,1004,24,NE,4,NA,NA
12602,2014,7,8,7,2,21,13,18,21,74.02,1004,26,NE,6,NA,NA
12603,2014,7,8,8,2,24,22,26,21,69.79,1004,27,NE,9,NA,NA
12604,2014,7,8,9,2,26,30,27,21,69.79,1004,27,NE,13,NA,NA
12605,2014,7,8,10,2,30,25,31,21,65.83,1004,28,NE,18,NA,NA
12606,2014,7,8,11,2,33,22,30,22,66.04,1003,29,NE,24,NA,NA
12607,2014,7,8,12,2,26,25,39,21,62.13,1003,29,NE,30,NA,NA
12608,2014,7,8,13,2,32,25,34,22,62.35,1002,30,NE,35,NA,NA
12609,2014,7,8,14,2,30,18,28,22,58.89,1001,31,NE,39,NA,NA
12610,2014,7,8,15,2,20,15,17,22,58.89,1001,31,NE,43,NA,NA
12611,2014,7,8,16,2,19,23,22,23,62.57,1000,31,NE,47,NA,NA
12612,2014,7,8,17,2,24,24,20,23,66.25,1000,30,NE,53,NA,NA
12613,2014,7,8,18,2,33,31,35,23,70.17,1000,29,NE,59,NA,NA
12614,2014,7,8,19,2,38,35,38,23,78.82,1000,27,NE,65,NA,NA
12615,2014,7,8,20,2,39,31,46,23,83.6,1001,26,NE,72,NA,NA
12616,2014,7,8,21,2,42,34,NA,23,88.7,1000,25,NE,79,NA,NA
12617,2014,7,8,22,2,NA,21,37,23,88.7,1000,25,NE,87,NA,NA
12618,2014,7,8,23,2,34,36,33,23,94.16,1000,24,NE,95,NA,NA
12619,2014,7,9,0,2,NA,33,47,23,94.16,1000,24,NE,102,NA,NA
12620,2014,7,9,1,2,38,26,35,23,94.16,999,24,NE,109,NA,NA
12621,2014,7,9,2,2,NA,19,NA,23,94.16,998,24,NE,115,NA,NA
12622,2014,7,9,3,2,27,23,25,23,88.7,997,25,NE,122,NA,NA
12623,2014,7,9,4,2,26,16,25,23,88.7,998,25,NE,128,NA,NA
12624,2014,7,9,5,2,19,12,23,23,88.7,998,25,NE,133,NA,NA
12625,2014,7,9,6,2,17,11,22,23,83.6,998,26,NW,8,NA,NA
12626,2014,7,9,7,2,16,24,20,23,83.6,999,26,NE,7,NA,NA
12627,2014,7,9,8,2,21,22,21,23,74.35,999,28,NW,8,NA,NA
12628,2014,7,9,9,2,18,19,21,23,70.17,999,29,NW,16,NA,NA
12629,2014,7,9,10,2,19,16,21,23,66.25,999,30,NE,9,NA,NA
12630,2014,7,9,11,2,20,26,16,22,62.35,999,30,NE,19,NA,NA
12631,2014,7,9,12,2,24,NA,21,23,62.57,998,31,NE,29,NA,NA
12632,2014,7,9,13,2,21,11,21,23,62.57,999,31,NE,36,NA,NA
12633,2014,7,9,14,2,18,18,25,22,58.89,998,31,NE,44,NA,NA
12634,2014,7,9,15,2,NA,27,22,22,55.65,999,32,NW,8,NA,NA
12635,2014,7,9,16,2,26,15,24,22,55.65,999,32,NW,17,NA,NA
12636,2014,7,9,17,2,25,18,22,22,58.89,999,31,NW,24,NA,NA
12637,2014,7,9,18,2,24,21,26,22,58.89,999,31,NE,6,NA,NA
12638,2014,7,9,19,2,28,26,26,22,62.35,1000,30,NW,5,NA,NA
12639,2014,7,9,20,2,30,22,22,23,66.25,1001,30,NW,10,NA,NA
12640,2014,7,9,21,2,29,24,33,23,74.35,1002,28,NE,3,NA,NA
12641,2014,7,9,22,2,29,18,30,24,78.97,1002,28,NE,7,NA,NA
12642,2014,7,9,23,2,26,20,29,23,78.82,1002,27,NE,10,NA,NA
12643,2014,7,10,0,2,26,16,30,23,78.82,1002,27,NW,2,NA,NA
12644,2014,7,10,1,2,30,24,29,23,83.6,1002,26,cv,0,NA,NA
12645,2014,7,10,2,2,32,28,32,23,83.6,1001,26,SW,2,NA,NA
12646,2014,7,10,3,2,41,21,46,24,88.78,1001,26,SW,3,NA,NA
12647,2014,7,10,4,2,51,40,65,24,88.78,1001,26,SW,4,NA,NA
