No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
11820,2014,5,8,11,1,248,155,187,15,68.61,1010,21,SW,2,0,0
11821,2014,5,8,12,1,194,122,149,15,72.96,1009,20,SW,5,0,0
11822,2014,5,8,13,1,119,85,100,15,68.61,1009,21,SW,8,0,0
11823,2014,5,8,14,1,121,51,108,15,68.61,1008,21,SW,10,0,0
11824,2014,5,8,15,1,117,51,87,15,77.64,1008,19,SW,14,0,0
11825,2014,5,8,16,1,79,57,76,15,77.64,1007,19,SE,2,0,0
11826,2014,5,8,17,1,87,65,83,15,77.64,1006,19,SW,2,0,0
11827,2014,5,8,18,1,93,70,88,15,77.64,1006,19,SW,4,0,0
11828,2014,5,8,19,1,100,70,88,15,82.65,1006,18,SW,6,0,0
11829,2014,5,8,20,1,119,78,99,15,82.65,1007,18,cv,1,0,0
11830,2014,5,8,21,1,118,76,86,15,82.65,1007,18,SE,2,0,0
11831,2014,5,8,22,1,112,61,74,15,82.65,1008,18,cv,1,0,0
11832,2014,5,8,23,1,123,60,81,15,82.65,1008,18,SW,1,0,0
11833,2014,5,9,0,1,108,66,83,15,82.65,1007,18,SW,3,0,0
11834,2014,5,9,1,1,109,72,80,15,82.65,1007,18,SW,5,0,0
11835,2014,5,9,2,1,133,77,92,15,82.65,1006,18,SW,6,0,0
11836,2014,5,9,3,1,137,79,94,15,88.02,1005,17,cv,0,0,0
11837,2014,5,9,4,1,124,80,89,15,82.65,1004,18,cv,0,0,0
11838,2014,5,9,5,1,109,80,93,15,88.02,1004,17,cv,0,0,0
11839,2014,5,9,6,1,115,78,93,15,88.02,1004,17,cv,0,0,0
11840,2014,5,9,7,1,113,78,91,15,88.02,1004,17,cv,0,0,0
11841,2014,5,9,8,1,103,79,84,15,77.64,1005,19,cv,0,0,0
11842,2014,5,9,9,1,129,74,80,15,82.65,1005,18,cv,0,0,0
11843,2014,5,9,10,1,160,72,120,15,77.64,1006,19,cv,0,0,0
11844,2014,5,9,11,1,167,114,145,15,77.64,1006,19,cv,1,0,0
11845,2014,5,9,12,1,118,130,139,15,77.64,1005,19,cv,2,0,0
11846,2014,5,9,13,1,105,103,139,14,68.4,1005,20,cv,2,0,0
11847,2014,5,9,14,1,98,87,104,15,64.54,1004,22,cv,3,0,0
11848,2014,5,9,15,1,151,150,131,13,53.36,1003,23,NE,2,0,0
11849,2014,5,9,16,1,181,163,197,13,50.24,1003,24,cv,0,0,0
11850,2014,5,9,17,1,230,132,179,13,50.24,1002,24,cv,1,0,0
11851,2014,5,9,18,1,235,129,164,13,53.36,1003,23,NE,2,0,0
11852,2014,5,9,19,1,195,114,137,14,60.51,1003,22,NE,5,0,0
11853,2014,5,9,20,1,189,94,137,15,64.54,1003,22,cv,2,0,0
11854,2014,5,9,21,1,171,89,121,17,82.89,1004,20,SW,1,0.9,0.9
11855,2014,5,9,22,1,157,83,119,17,88.2,1005,19,SW,2,0.4,1.3
11856,2014,5,9,23,1,131,73,115,17,88.2,1005,19,cv,1,1.1,2.4
11857,2014,5,10,0,1,105,57,76,17,93.89,1005,18,cv,2,1.2,3.6
11858,2014,5,10,1,1,92,43,93,17,93.89,1005,18,cv,2,1.6,5.2
11859,2014,5,10,2,1,25,11,23,16,88.11,1004,18,NW,3,0.2,5.4
11860,2014,5,10,3,1,17,12,19,15,88.02,1004,17,NE,5,0.1,5.5
11861,2014,5,10,4,1,17,12,19,14,82.52,1004,17,NE,9,0.2,5.7
11862,2014,5,10,5,1,26,13,24,15,88.02,1004,17,cv,1,0,0
11863,2014,5,10,6,1,56,31,43,15,88.02,1004,17,cv,2,0,0
11864,2014,5,10,7,1,53,36,48,15,88.02,1005,17,cv,3,0,0
11865,2014,5,10,8,1,51,29,52,15,88.02,1006,17,cv,4,0,0
11866,2014,5,10,9,1,38,37,47,15,82.65,1006,18,cv,4,0,0
11867,2014,5,10,10,1,36,36,47,15,77.64,1006,19,cv,4,0,0
11868,2014,5,10,11,1,62,40,41,15,72.96,1007,20,SW,2,0,0
11869,2014,5,10,12,1,49,44,59,14,64.32,1007,21,cv,2,0.1,0.1
11870,2014,5,10,13,1,37,57,55,14,56.95,1006,23,cv,3,0,0
11871,2014,5,10,14,1,38,49,58,13,47.33,1005,25,cv,4,0,0
11872,2014,5,10,15,1,42,53,58,15,57.2,1004,24,SW,3,0,0
11873,2014,5,10,16,1,42,52,61,14,53.62,1005,24,SW,7,0,0
11874,2014,5,10,17,1,28,49,45,13,50.24,1005,24,SW,10,0,0
11875,2014,5,10,18,1,29,35,43,13,50.24,1006,24,SW,12,0,0
11876,2014,5,10,19,1,33,36,36,13,53.36,1007,23,cv,1,0,0
11877,2014,5,10,20,1,37,30,40,15,64.54,1008,22,NW,1,2.1,2.1
11878,2014,5,10,21,1,41,32,46,16,77.79,1010,20,NW,3,0.5,2.6
11879,2014,5,10,22,1,38,32,48,17,88.2,1012,19,cv,1,0.1,2.7
11880,2014,5,10,23,1,51,39,53,17,88.2,1013,19,cv,2,0.1,2.8
11881,2014,5,11,0,1,54,35,48,16,82.77,1014,19,NW,3,0,0
11882,2014,5,11,1,1,47,34,48,15,82.65,1014,18,cv,1,0,0
11883,2014,5,11,2,1,46,38,39,16,88.11,1014,18,cv,1,0,0
11884,2014,5,11,3,1,51,40,39,16,88.11,1013,18,SW,2,0,0
11885,2014,5,11,4,1,55,40,41,16,88.11,1014,18,cv,1,0,0
11886,2014,5,11,5,1,51,35,48,16,88.11,1013,18,cv,1,0,0
11887,2014,5,11,6,1,51,35,43,16,88.11,1014,18,cv,2,0,0
11888,2014,5,11,7,1,48,40,38,16,88.11,1014,18,cv,2,0,0
11889,2014,5,11,8,1,41,47,43,17,88.2,1015,19,cv,2,0,0
11890,2014,5,11,9,1,54,56,60,16,68.81,1015,22,SE,2,0,0
11891,2014,5,11,10,1,54,45,57,15,64.54,1015,22,SW,2,0,0
11892,2014,5,11,11,1,43,36,48,13,50.24,1015,24,SE,3,0,0
11893,2014,5,11,12,1,36,33,48,13,47.33,1014,25,SW,3,0,0
11894,2014,5,11,13,1,34,34,45,12,39.39,1013,27,SE,4,0,0
11895,2014,5,11,14,1,39,41,49,10,36.58,1011,26,SW,4,0,0
11896,2014,5,11,15,1,41,39,51,11,36.87,1010,27,SE,4,0,0
11897,2014,5,11,16,1,38,35,42,8,30.14,1010,27,SE,8,0,0
11898,2014,5,11,17,1,35,33,37,8,30.14,1009,27,SE,11,0,0
11899,2014,5,11,18,1,38,34,45,7,31.68,1009,25,SW,3,0,0
11900,2014,5,11,19,1,38,31,35,7,33.63,1009,24,SW,7,0,0
11901,2014,5,11,20,1,34,36,39,7,35.71,1010,23,SE,3,0,0
11902,2014,5,11,21,1,37,46,48,7,35.71,1010,23,SE,5,0,0
11903,2014,5,11,22,1,51,64,62,8,38.24,1011,23,SE,8,0,0
11904,2014,5,11,23,1,56,63,57,8,40.63,1011,22,SE,11,0,0
11905,2014,5,12,0,1,68,60,56,9,43.47,1011,22,cv,1,0,0
11906,2014,5,12,1,1,119,59,60,10,52.56,1011,20,NW,1,0,0
11907,2014,5,12,2,1,NA,68,92,11,56.19,1011,20,cv,1,0,0
11908,2014,5,12,3,1,136,73,112,13,68.2,1010,19,cv,1,0,0
11909,2014,5,12,4,1,142,101,117,12,63.87,1010,19,cv,1,0,0
11910,2014,5,12,5,1,143,112,111,13,64.09,1010,20,cv,1,0,0
11911,2014,5,12,6,1,135,114,111,14,72.78,1010,19,cv,1,0,0
11912,2014,5,12,7,1,135,124,112,14,72.78,1010,19,cv,2,0,0
11913,2014,5,12,8,1,142,130,126,13,60.27,1010,21,cv,3,0,0
11914,2014,5,12,9,1,154,129,130,14,68.4,1011,20,SW,2,0,0
11915,2014,5,12,10,1,161,108,119,13,60.27,1011,21,cv,1,0,0
11916,2014,5,12,11,1,114,53,92,13,50.24,1010,24,cv,3,0,0
11917,2014,5,12,12,1,72,54,49,9,34.21,1009,26,cv,5,0,0
11918,2014,5,12,13,1,48,55,59,8,31.97,1008,26,SE,3,0,0
11919,2014,5,12,14,1,55,43,47,7,26.55,1007,28,cv,2,0,0
11920,2014,5,12,15,1,49,39,48,6,26.28,1006,27,cv,4,0,0
11921,2014,5,12,16,1,60,41,45,7,26.55,1005,28,NE,2,0,0
11922,2014,5,12,17,1,53,51,55,7,28.15,1005,27,cv,1,0,0
11923,2014,5,12,18,1,55,40,55,11,39.1,1005,26,SE,4,0,0
11924,2014,5,12,19,1,57,45,48,10,38.82,1005,25,NE,4,0,0
11925,2014,5,12,20,1,66,85,75,10,38.82,1006,25,SE,3,0,0
11926,2014,5,12,21,1,126,114,130,12,47.05,1007,24,SE,6,0,0
11927,2014,5,12,22,1,99,116,103,13,53.36,1007,23,SE,9,0,0
11928,2014,5,12,23,1,111,168,134,13,53.36,1007,23,SE,11,0,0
11929,2014,5,13,0,1,147,180,175,12,53.1,1007,22,SE,13,0,0
11930,2014,5,13,1,1,NA,202,181,13,60.27,1006,21,cv,0,0,0
11931,2014,5,13,2,1,NA,233,184,14,64.32,1006,21,cv,0,0,0
11932,2014,5,13,3,1,188,274,234,14,68.4,1005,20,cv,0,0,0
11933,2014,5,13,4,1,212,247,243,14,68.4,1004,20,cv,0,0,0
11934,2014,5,13,5,1,192,245,188,14,68.4,1004,20,cv,0,0,0
11935,2014,5,13,6,1,152,193,126,15,72.96,1004,20,cv,0,0,0
11936,2014,5,13,7,1,91,104,97,14,68.4,1005,20,cv,0,0,0
11937,2014,5,13,8,1,81,92,78,14,64.32,1005,21,cv,0,0,0
11938,2014,5,13,9,1,86,80,66,14,64.32,1006,21,NW,1,0,0
11939,2014,5,13,10,1,94,75,78,13,56.69,1006,22,NW,3,0,0
11940,2014,5,13,11,1,68,77,66,13,56.69,1007,22,cv,1,0,0
11941,2014,5,13,12,1,75,50,58,14,56.95,1006,23,NW,2,0,0
11942,2014,5,13,13,1,58,41,42,13,47.33,1006,25,NE,3,0,0
11943,2014,5,13,14,1,62,42,45,13,44.61,1005,26,NE,6,0,0
11944,2014,5,13,15,1,57,40,42,12,37.16,1004,28,cv,1,0,0
11945,2014,5,13,16,1,41,33,36,11,36.87,1004,27,NW,2,0,0
11946,2014,5,13,17,1,33,28,33,11,36.87,1004,27,cv,1,0,0
11947,2014,5,13,18,1,31,22,33,13,44.61,1004,26,SW,2,0,0
11948,2014,5,13,19,1,32,22,32,13,44.61,1004,26,SW,4,0,0
11949,2014,5,13,20,1,70,32,52,15,60.74,1005,23,SW,5,0,0
11950,2014,5,13,21,1,112,58,101,14,53.62,1005,24,SW,7,0,0
11951,2014,5,13,22,1,131,103,121,14,56.95,1006,23,SW,9,0,0
11952,2014,5,13,23,1,183,151,153,15,64.54,1006,22,SW,11,0,0
11953,2014,5,14,0,1,188,173,163,16,68.81,1006,22,cv,1,0,0
11954,2014,5,14,1,1,217,221,194,16,68.81,1006,22,cv,2,0.3,0.3
11955,2014,5,14,2,1,220,179,206,17,82.89,1006,20,cv,2,0.3,0.6
11956,2014,5,14,3,1,204,157,176,17,88.2,1005,19,cv,3,0.2,0.8
11957,2014,5,14,4,1,175,133,135,18,88.28,1006,20,cv,4,0.2,1
11958,2014,5,14,5,1,156,102,120,18,93.94,1005,19,cv,5,0,0
11959,2014,5,14,6,1,155,69,95,18,93.94,1006,19,cv,5,0,0
11960,2014,5,14,7,1,143,56,67,18,93.94,1006,19,cv,5,0,0
11961,2014,5,14,8,1,95,57,50,18,88.28,1007,20,SW,1,0,0
11962,2014,5,14,9,1,69,64,73,18,88.28,1008,20,SW,3,0,0
11963,2014,5,14,10,1,121,75,85,17,77.94,1009,21,cv,1,0,0
11964,2014,5,14,11,1,226,109,143,18,78.09,1010,22,cv,2,0,0
11965,2014,5,14,12,1,80,103,112,17,73.32,1010,22,NW,3,0,0
11966,2014,5,14,13,1,38,37,71,15,72.96,1010,20,NE,4,0,0
11967,2014,5,14,14,1,72,51,59,15,64.54,1010,22,NW,2,0,0
11968,2014,5,14,15,1,71,57,70,13,53.36,1009,23,cv,1,0,0
11969,2014,5,14,16,1,39,65,72,15,60.74,1009,23,SW,2,0,0
11970,2014,5,14,17,1,31,72,79,14,60.51,1009,22,cv,1,0,0
11971,2014,5,14,18,1,32,76,79,13,56.69,1009,22,NW,2,0,0
11972,2014,5,14,19,1,40,69,58,13,60.27,1010,21,SW,1,0,0
11973,2014,5,14,20,1,37,66,58,14,64.32,1011,21,NW,2,0,0
11974,2014,5,14,21,1,20,33,46,14,64.32,1013,21,NW,4,0,0
11975,2014,5,14,22,1,17,20,35,10,46.49,1014,22,NE,3,0,0
11976,2014,5,14,23,1,26,19,27,11,56.19,1014,20,NW,1,0,0
11977,2014,5,15,0,1,27,16,32,9,52.3,1014,19,cv,1,0,0
11978,2014,5,15,1,1,25,17,28,8,45.93,1014,20,NW,2,0,0
11979,2014,5,15,2,1,23,15,34,9,52.3,1013,19,NW,5,0,0
11980,2014,5,15,3,1,24,16,33,9,55.67,1014,18,NW,8,0,0
11981,2014,5,15,4,1,26,17,26,9,55.67,1013,18,NW,10,0,0
11982,2014,5,15,5,1,27,17,31,9,55.67,1013,18,cv,1,0,0
11983,2014,5,15,6,1,24,18,26,9,55.67,1013,18,cv,2,0,0
11984,2014,5,15,7,1,24,18,28,10,63.41,1013,17,cv,2,0,0
11985,2014,5,15,8,1,25,24,29,11,67.78,1013,17,SW,2,0,0
11986,2014,5,15,9,1,40,25,27,11,63.64,1013,18,SW,4,0,0
11987,2014,5,15,10,1,35,18,34,10,52.56,1013,20,cv,1,0,0
11988,2014,5,15,11,1,29,21,28,8,43.19,1013,21,cv,2,0,0
11989,2014,5,15,12,1,30,25,37,9,43.47,1012,22,SE,2,0,0
11990,2014,5,15,13,1,37,27,28,7,37.95,1011,22,SE,5,0,0
11991,2014,5,15,14,1,34,28,29,6,35.42,1010,22,cv,1,0,0
11992,2014,5,15,15,1,33,26,31,8,43.19,1009,21,cv,2,0,0
11993,2014,5,15,16,1,33,26,30,8,43.19,1008,21,cv,3,0,0
11994,2014,5,15,17,1,34,28,31,7,42.9,1008,20,cv,4,0,0
11995,2014,5,15,18,1,48,31,42,7,40.34,1008,21,cv,5,0,0
11996,2014,5,15,19,1,63,43,57,8,45.93,1008,20,cv,6,0,0
11997,2014,5,15,20,1,67,44,55,9,52.3,1008,19,cv,6,0,0
11998,2014,5,15,21,1,70,46,62,8,48.87,1009,19,cv,7,0,0
11999,2014,5,15,22,1,65,55,59,9,52.3,1010,19,cv,8,0,0
12000,2014,5,15,23,1,73,55,79,9,52.3,1010,19,cv,9,0,0
12001,2014,5,16,0,1,62,58,68,10,55.93,1010,19,cv,10,0,0
12002,2014,5,16,1,1,63,72,59,11,63.64,1010,18,cv,10,0,0
12003,2014,5,16,2,1,62,51,50,11,67.78,1010,17,cv,10,0,0
12004,2014,5,16,3,1,70,39,52,11,67.78,1009,17,SW,1,0,0
12005,2014,5,16,4,1,65,43,57,12,72.42,1009,17,SW,2,0,0
12006,2014,5,16,5,1,75,54,56,11,67.78,1009,17,cv,1,0,0
12007,2014,5,16,6,1,75,54,47,12,72.42,1009,17,SW,1,0,0
12008,2014,5,16,7,1,64,49,57,12,72.42,1010,17,cv,1,0,0
12009,2014,5,16,8,1,67,53,63,12,72.42,1010,17,SW,2,0,0
12010,2014,5,16,9,1,68,68,58,12,67.99,1010,18,SW,3,0,0
12011,2014,5,16,10,1,67,96,66,12,63.87,1011,19,cv,1,0,0
12012,2014,5,16,11,1,71,82,72,10,46.49,1010,22,cv,2,0,0
12013,2014,5,16,12,1,61,73,56,10,43.76,1010,23,cv,3,0,0
12014,2014,5,16,13,1,63,79,62,9,40.92,1009,23,cv,3,0,0
12015,2014,5,16,14,1,63,81,77,9,36.29,1009,25,cv,5,0,0
12016,2014,5,16,15,1,73,79,94,8,36,1008,24,cv,7,0,0
12017,2014,5,16,16,1,81,88,87,8,36,1008,24,NE,3,0,0
12018,2014,5,16,17,1,83,80,78,9,36.29,1008,25,cv,1,0,0
12019,2014,5,16,18,1,84,69,74,10,38.82,1008,25,SW,2,0,0
12020,2014,5,16,19,1,82,70,80,10,43.76,1008,23,SW,6,0,0
12021,2014,5,16,20,1,75,70,75,10,49.42,1009,21,SW,8,0,0
12022,2014,5,16,21,1,87,67,85,12,56.44,1010,21,SW,10,0,0
12023,2014,5,16,22,1,101,78,93,12,56.44,1011,21,SW,11,0,0
12024,2014,5,16,23,1,115,90,100,13,68.2,1011,19,SW,12,0,0
12025,2014,5,17,0,1,130,99,106,13,64.09,1011,20,SE,2,0,0
12026,2014,5,17,1,1,148,109,122,13,68.2,1012,19,cv,1,0,0
12027,2014,5,17,2,1,164,113,129,13,68.2,1012,19,cv,2,0,0
12028,2014,5,17,3,1,165,118,136,13,68.2,1011,19,cv,3,0,0
12029,2014,5,17,4,1,NA,117,166,13,72.6,1010,18,SW,1,0,0
12030,2014,5,17,5,1,186,124,163,13,77.32,1011,17,cv,0,0,0
12031,2014,5,17,6,1,175,120,158,14,82.52,1011,17,cv,1,0,0
12032,2014,5,17,7,1,178,128,144,13,68.2,1011,19,cv,2,0,0
12033,2014,5,17,8,1,181,118,151,13,68.2,1012,19,cv,2,0,0
12034,2014,5,17,9,1,155,107,125,13,56.69,1011,22,SW,2,0,0
12035,2014,5,17,10,1,109,100,80,12,49.97,1011,23,cv,1,0,0
12036,2014,5,17,11,1,89,102,85,11,44.04,1011,24,cv,2,0,0
12037,2014,5,17,12,1,87,87,74,13,44.61,1010,26,cv,4,0,0
12038,2014,5,17,13,1,73,75,66,9,32.25,1009,27,SE,3,0,0
12039,2014,5,17,14,1,67,77,83,10,32.54,1008,28,cv,2,0,0
12040,2014,5,17,15,1,74,82,82,10,30.71,1007,29,cv,4,0,0
12041,2014,5,17,16,1,86,76,85,10,32.54,1006,28,SE,3,0,0
12042,2014,5,17,17,1,85,69,80,10,32.54,1006,28,SE,5,0,0
12043,2014,5,17,18,1,83,70,80,10,32.54,1006,28,cv,1,0,0
12044,2014,5,17,19,1,85,80,87,10,36.58,1007,26,cv,2,0,0
12045,2014,5,17,20,1,102,88,101,13,47.33,1009,25,cv,3,0,0
12046,2014,5,17,21,1,153,100,116,12,41.78,1010,26,NE,4,0,0
12047,2014,5,17,22,1,153,114,123,14,53.62,1011,24,cv,1,0,0
12048,2014,5,17,23,1,153,116,131,13,47.33,1012,25,SE,2,0,0
12049,2014,5,18,0,1,181,133,129,13,50.24,1012,24,SE,4,0.5,0.5
12050,2014,5,18,1,1,196,174,157,14,53.62,1013,24,cv,1,0.1,0.6
12051,2014,5,18,2,1,190,169,157,15,60.74,1013,23,NE,2,0.1,0.7
12052,2014,5,18,3,1,169,164,152,15,64.54,1013,22,cv,0,0,0
12053,2014,5,18,4,1,165,142,125,16,73.14,1013,21,cv,1,0,0
12054,2014,5,18,5,1,178,133,131,16,77.79,1012,20,cv,2,0,0
12055,2014,5,18,6,1,177,138,138,16,77.79,1012,20,cv,2,0,0
12056,2014,5,18,7,1,180,135,142,16,77.79,1012,20,SW,2,0,0
12057,2014,5,18,8,1,169,136,142,16,73.14,1012,21,SW,4,0,0
12058,2014,5,18,9,1,147,133,134,16,68.81,1012,22,cv,1,0,0
12059,2014,5,18,10,1,130,134,124,15,57.2,1011,24,SW,2,0,0
12060,2014,5,18,11,1,130,105,108,16,51.05,1010,27,SW,5,0,0
12061,2014,5,18,12,1,88,81,95,15,45.16,1010,28,SW,8,0,0
12062,2014,5,18,13,1,71,70,76,14,39.96,1009,29,SE,3,0,0
12063,2014,5,18,14,1,78,73,76,11,30.99,1008,30,SE,7,0,0
12064,2014,5,18,15,1,75,63,76,13,37.44,1007,29,SE,10,0,0
12065,2014,5,18,16,1,75,58,70,12,35.06,1006,29,SE,13,0,0
12066,2014,5,18,17,1,65,53,59,12,35.06,1005,29,SE,16,0,0
12067,2014,5,18,18,1,55,45,61,12,37.16,1005,28,SE,20,0,0
12068,2014,5,18,19,1,47,45,48,13,39.67,1005,28,SE,23,0,0
12069,2014,5,18,20,1,62,56,70,13,39.67,1007,28,SE,26,0,0
12070,2014,5,18,21,1,75,55,70,15,50.78,1008,26,cv,0,0.3,0.3
12071,2014,5,18,22,1,165,118,129,15,50.78,1010,26,NW,2,0.1,0.4
12072,2014,5,18,23,1,170,115,132,18,78.09,1011,22,NE,2,0.5,0.9
12073,2014,5,19,0,1,160,111,136,19,88.37,1012,21,cv,1,0,0
12074,2014,5,19,1,1,136,101,121,19,88.37,1012,21,cv,2,0.2,0.2
12075,2014,5,19,2,1,113,98,111,18,83.01,1013,21,cv,3,0.1,0.3
12076,2014,5,19,3,1,99,100,101,18,88.28,1013,20,cv,4,2.4,2.7
12077,2014,5,19,4,1,107,104,100,18,88.28,1013,20,cv,5,1.4,4.1
12078,2014,5,19,5,1,103,99,109,18,88.28,1014,20,cv,6,0.5,4.6
12079,2014,5,19,6,1,71,58,56,18,88.28,1014,20,NW,2,3.7,8.3
12080,2014,5,19,7,1,78,51,62,18,88.28,1014,20,cv,1,0,0
12081,2014,5,19,8,1,100,47,74,18,88.28,1015,20,SW,2,0,0
12082,2014,5,19,9,1,77,63,83,17,82.89,1015,20,SW,5,0,0
12083,2014,5,19,10,1,68,68,NA,17,77.94,1015,21,cv,1,0,0
12084,2014,5,19,11,1,67,52,NA,16,68.81,1015,22,SW,2,0,0
12085,2014,5,19,12,1,57,51,65,16,60.98,1015,24,SW,5,0,0
12086,2014,5,19,13,1,66,61,81,15,50.78,1014,26,SW,8,0,0
12087,2014,5,19,14,1,68,61,88,13,42.06,1012,27,cv,2,0,0
12088,2014,5,19,15,1,67,64,85,14,42.34,1011,28,cv,4,0,0
12089,2014,5,19,16,1,65,65,82,14,44.89,1010,27,SW,3,0,0
12090,2014,5,19,17,1,65,59,78,13,44.61,1010,26,SW,5,0,0
12091,2014,5,19,18,1,80,59,81,13,42.06,1010,27,SW,8,0,0
12092,2014,5,19,19,1,83,55,84,13,42.06,1010,27,SW,10,0,0
12093,2014,5,19,20,1,84,55,84,14,50.51,1010,25,cv,0,0,0
12094,2014,5,19,21,1,92,59,98,17,64.98,1010,24,cv,0,0,0
12095,2014,5,19,22,1,100,64,97,15,57.2,1011,24,cv,0,0,0
12096,2014,5,19,23,1,103,72,101,17,69.01,1011,23,cv,0,0,0
12097,2014,5,20,0,1,83,87,94,14,53.62,1011,24,cv,1,0,0
12098,2014,5,20,1,1,94,94,103,16,64.76,1010,23,SW,1,0,0
12099,2014,5,20,2,1,95,78,78,16,64.76,1010,23,cv,1,0,0
12100,2014,5,20,3,1,81,63,84,16,68.81,1010,22,SW,2,0,0
12101,2014,5,20,4,1,83,64,83,16,68.81,1010,22,cv,1,0,0
12102,2014,5,20,5,1,91,61,79,16,73.14,1010,21,cv,2,0.4,0.4
12103,2014,5,20,6,1,55,49,53,17,77.94,1010,21,NW,2,0,0
12104,2014,5,20,7,1,48,45,47,16,77.79,1010,20,cv,1,0,0
12105,2014,5,20,8,1,54,67,63,15,64.54,1010,22,NE,3,0,0
12106,2014,5,20,9,1,71,77,85,15,60.74,1011,23,NE,5,0,0
12107,2014,5,20,10,1,87,79,76,15,60.74,1011,23,SW,3,0,0
12108,2014,5,20,11,1,79,83,98,14,53.62,1011,24,SW,6,0,0
12109,2014,5,20,12,1,65,71,79,15,53.88,1010,25,cv,2,0,0
12110,2014,5,20,13,1,55,61,73,14,44.89,1009,27,cv,5,0,0
12111,2014,5,20,14,1,61,54,64,14,39.96,1008,29,cv,7,0,0
12112,2014,5,20,15,1,51,52,60,14,39.96,1007,29,SE,4,0,0
12113,2014,5,20,16,1,57,58,64,12,37.16,1005,28,SE,6,0,0
12114,2014,5,20,17,1,71,65,76,10,32.54,1005,28,SE,9,0.3,0.3
12115,2014,5,20,18,1,83,64,73,12,39.39,1006,27,cv,1,0.5,0.8
12116,2014,5,20,19,1,93,69,86,16,68.81,1007,22,NW,4,0,0
12117,2014,5,20,20,1,103,69,83,16,68.81,1007,22,NW,6,0,0
12118,2014,5,20,21,1,103,78,86,16,68.81,1008,22,NW,8,0,0
12119,2014,5,20,22,1,104,80,86,17,73.32,1009,22,SW,1,2.5,2.5
12120,2014,5,20,23,1,NA,NA,109,17,82.89,1010,20,SW,4,2.2,4.7
12121,2014,5,21,0,1,NA,NA,83,17,82.89,1010,20,cv,0,0.2,4.9
12122,2014,5,21,1,1,NA,NA,86,17,88.2,1009,19,cv,0,0.1,5
12123,2014,5,21,2,1,NA,NA,99,17,88.2,1008,19,cv,1,0.4,5.4
12124,2014,5,21,3,1,110,47,101,17,88.2,1007,19,cv,2,0,0
12125,2014,5,21,4,1,NA,NA,83,17,88.2,1006,19,SW,3,0.1,0.1
12126,2014,5,21,5,1,94,47,82,17,88.2,1006,19,cv,0,0,0
12127,2014,5,21,6,1,94,58,83,17,93.89,1006,18,cv,0,0,0
12128,2014,5,21,7,1,97,59,86,17,93.89,1007,18,cv,0,0,0
12129,2014,5,21,8,1,104,66,100,17,88.2,1007,19,cv,0,0,0
12130,2014,5,21,9,1,116,75,105,17,82.89,1008,20,cv,0,0,0
12131,2014,5,21,10,1,129,83,114,18,83.01,1008,21,SW,2,0,0
12132,2014,5,21,11,1,129,94,116,18,83.01,1008,21,SW,4,0,0
12133,2014,5,21,12,1,131,103,119,17,73.32,1007,22,SW,8,0,0
12134,2014,5,21,13,1,135,105,106,17,61.21,1006,25,SW,11,0,0
12135,2014,5,21,14,1,128,115,101,17,61.21,1006,25,SW,14,0,0
12136,2014,5,21,15,1,114,106,110,17,61.21,1005,25,cv,2,0,0
12137,2014,5,21,16,1,107,88,108,16,54.14,1004,26,cv,3,0,0
12138,2014,5,21,17,1,108,72,101,16,51.05,1003,27,cv,6,0,0
12139,2014,5,21,18,1,100,54,89,16,54.14,1004,26,SW,3,0,0
12140,2014,5,21,19,1,90,43,82,16,57.44,1004,25,SW,5,0,0
12141,2014,5,21,20,1,104,39,82,17,64.98,1005,24,SW,6,0,0
12142,2014,5,21,21,1,110,39,89,16,64.76,1005,23,SW,8,0,0
12143,2014,5,21,22,1,124,46,85,17,69.01,1006,23,SW,10,0,0
12144,2014,5,21,23,1,118,47,77,17,69.01,1007,23,SW,12,0,0
12145,2014,5,22,0,1,109,47,83,17,73.32,1007,22,cv,0,0.3,0.3
12146,2014,5,22,1,1,115,54,107,17,73.32,1006,22,cv,1,0.3,0.6
12147,2014,5,22,2,1,121,61,111,18,83.01,1005,21,SW,1,0.1,0.7
12148,2014,5,22,3,1,120,64,111,18,83.01,1004,21,SW,3,0,0
12149,2014,5,22,4,1,129,68,106,18,83.01,1004,21,SW,5,0,0
12150,2014,5,22,5,1,129,68,110,18,83.01,1004,21,SE,2,0,0
12151,2014,5,22,6,1,121,82,99,18,83.01,1005,21,SW,2,0,0
12152,2014,5,22,7,1,120,86,105,18,83.01,1005,21,cv,1,0,0
12153,2014,5,22,8,1,129,87,108,17,77.94,1006,21,cv,2,0,0
12154,2014,5,22,9,1,127,79,105,17,73.32,1006,22,cv,3,0,0
12155,2014,5,22,10,1,116,70,85,17,73.32,1007,22,cv,4,0,0
12156,2014,5,22,11,1,104,65,72,17,69.01,1006,23,SW,2,0,0
12157,2014,5,22,12,1,107,73,80,17,69.01,1006,23,cv,1,0,0
12158,2014,5,22,13,1,84,69,97,17,64.98,1006,24,cv,2,0,0
12159,2014,5,22,14,1,98,70,91,17,64.98,1005,24,SW,2,0,0
12160,2014,5,22,15,1,72,65,80,17,64.98,1004,24,SW,4,0,0
12161,2014,5,22,16,1,58,68,80,17,57.69,1004,26,SW,5,0,0
12162,2014,5,22,17,1,48,68,88,16,57.44,1003,25,cv,1,0,0
