No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
16395,2014,11,15,2,3,42,45,42,13.3,77,1012.2,17.4,NE,5.7,0,0
16396,2014,11,15,3,3,40,44,40,13.6,79,1012.3,17.3,NE,9,0,0
16397,2014,11,15,4,3,47,42,47,13.6,79,1012.4,17.3,NE,10.3,0,0
16398,2014,11,15,5,3,42,42,42,13.5,79,1012.5,17.2,NE,12.3,0,0
16399,2014,11,15,6,3,42,42,42,13.6,81,1013,16.9,NW,0.9,0,0
16400,2014,11,15,7,3,44,46,44,13.9,83,1013.7,16.8,NW,2.1,0,0
16401,2014,11,15,8,3,50,46,50,14.3,80,1013.9,17.8,NW,3.3,0,0
16402,2014,11,15,9,3,48,50,48,14,68,1013.5,20.1,NE,0.9,0,0
16403,2014,11,15,10,3,59,49,59,14.2,62,1013.5,21.8,NE,2.7,0,0
16404,2014,11,15,11,3,59,55,59,14.4,58,1012.6,23.2,NE,4.7,0,0
16405,2014,11,15,12,3,56,54,56,14.7,55,1011.5,24.4,SE,1.5,0,0
16406,2014,11,15,13,3,59,54,59,14.9,54,1010.2,24.9,NE,1.8,0,0
16407,2014,11,15,14,3,63,59,63,15,54,1009.4,25,NE,3.2,0,0
16408,2014,11,15,15,3,61,59,61,15.1,54,1009.1,25.1,NE,4.7,0,0
16409,2014,11,15,16,3,57,59,57,14.7,52,1009,25.3,SE,1.2,0,0
16410,2014,11,15,17,3,61,59,61,14.8,55,1009.5,24.5,NW,1.1,0,0
16411,2014,11,15,18,3,59,59,59,16.8,76,1010.2,21.2,NW,2.5,0,0
16412,2014,11,15,19,3,68,77,68,17,87,1010.8,19.3,NW,4.4,0,0
16413,2014,11,15,20,3,80,77,80,16.7,90,1011.6,18.4,NW,5.7,0,0
16414,2014,11,15,21,3,84,99,84,16.4,88,1012.2,18.5,NW,7.4,0,0
16415,2014,11,15,22,3,58,109,58,16.2,89,1012.3,18.1,NW,9,0,0
16416,2014,11,15,23,3,53,82,53,16.4,88,1012.1,18.5,NE,1.2,0,0
16417,2014,11,16,0,3,52,75,52,16.1,91,1011.8,17.6,NE,2.7,0,0
16418,2014,11,16,1,3,57,64,57,15.5,92,1011.5,16.9,NW,1.2,0,0
16419,2014,11,16,2,3,55,64,55,15.1,92,1010.9,16.4,NW,3,0,0
16420,2014,11,16,3,3,51,67,51,15,93,1010.5,16.2,NW,6,0,0
16421,2014,11,16,4,3,41,67,41,15.2,92,1010.3,16.5,NW,7.6,0,0
16422,2014,11,16,5,3,47,51,47,14.5,87,1010.2,16.7,NW,10.1,0,0
16423,2014,11,16,6,3,49,51,49,14.5,86,1010.5,16.9,NW,12.4,0,0
16424,2014,11,16,7,3,56,52,56,14.2,85,1011,16.8,NW,16,0,0
16425,2014,11,16,8,3,57,53,57,14.5,77,1012,18.7,NE,1.6,0,0
16426,2014,11,16,9,3,58,68,58,14.4,66,1012.3,21,NW,3.3,0,0
16427,2014,11,16,10,3,48,54,48,14.4,61,1012.2,22.3,NE,5.1,0,0
16428,2014,11,16,11,3,48,57,48,15,57,1011.7,24.1,NE,8.8,0,0
16429,2014,11,16,12,3,40,44,40,13.9,50,1010.4,25.1,NE,10.9,0,0
16430,2014,11,16,13,3,52,41,52,14.2,49,1009.5,25.8,NE,14.9,0,0
16431,2014,11,16,14,3,48,59,48,13.8,46,1008.2,26.4,NW,4.5,0,0
16432,2014,11,16,15,3,51,52,51,14.1,47,1008,26.4,NW,9.4,0,0
16433,2014,11,16,16,3,56,52,56,14.3,50,1007.9,25.5,NW,13.3,0,0
16434,2014,11,16,17,3,55,64,55,14.6,56,1008.2,24,NW,16.4,0,0
16435,2014,11,16,18,3,62,65,62,14.5,62,1008.8,22.2,NE,2.9,0,0
16436,2014,11,16,19,3,71,69,71,15.2,73,1009.6,20.2,NW,3.1,0,0
16437,2014,11,16,20,3,68,72,68,14.1,64,1010.1,21.2,NE,4.5,0,0
16438,2014,11,16,21,3,69,70,69,13.8,67,1010.6,20.2,NE,8.9,0,0
16439,2014,11,16,22,3,71,71,71,13.5,67,1010.8,19.8,NE,10.4,0,0
16440,2014,11,16,23,3,64,71,64,13.4,70,1011.1,19,NE,15,0,0
16441,2014,11,17,0,3,57,65,57,12.4,69,1011.2,18.2,NW,5.3,0,0
16442,2014,11,17,1,3,63,64,63,11.5,67,1011.3,17.7,NE,3.9,0,0
16443,2014,11,17,2,3,60,64,60,11.1,68,1011.2,17.1,NW,2.8,0,0
16444,2014,11,17,3,3,63,61,63,11.2,70,1011.1,16.7,NW,7.1,0,0
16445,2014,11,17,4,3,54,59,54,10.8,70,1011.2,16.3,NW,11.2,0,0
16446,2014,11,17,5,3,58,53,58,10.7,73,1011.1,15.6,NW,15,0,0
16447,2014,11,17,6,3,54,53,54,10.4,73,1012,15.2,NE,3.2,0,0
16448,2014,11,17,7,3,63,58,63,10.6,74,1013.2,15.2,NW,5,0,0
16449,2014,11,17,8,3,61,66,61,10.9,71,1013.7,16.2,NE,4.1,0,0
16450,2014,11,17,9,3,56,60,56,10.8,63,1014.3,18,NW,1.8,0,0
16451,2014,11,17,10,3,60,55,60,9.8,54,1014.3,19.4,NE,3.4,0,0
16452,2014,11,17,11,3,55,52,55,10,49,1013.5,21.2,NE,7.4,0,0
16453,2014,11,17,12,3,53,52,53,10.4,48,1012.7,21.9,NE,11.2,0,0
16454,2014,11,17,13,3,48,57,48,11.3,48,1011.5,22.9,NW,3.5,0,0
16455,2014,11,17,14,3,46,49,46,11.3,47,1010.9,23.3,NE,2.6,0,0
16456,2014,11,17,15,3,48,46,48,11,47,1010.3,22.9,NE,8.2,0,0
16457,2014,11,17,16,3,42,41,42,10.8,49,1010.5,22,NE,12.3,0,0
16458,2014,11,17,17,3,43,45,43,10.2,53,1011.2,20.1,NE,17.2,0,0
16459,2014,11,17,18,3,56,48,56,10,58,1012,18.5,NW,5.1,0,0
16460,2014,11,17,19,3,50,51,50,9.7,61,1013.1,17.3,NE,4.3,0,0
16461,2014,11,17,20,3,47,48,47,9.9,65,1014,16.5,NE,8.7,0,0
16462,2014,11,17,21,3,45,52,45,9.6,67,1014.3,15.8,NE,11.6,0,0
16463,2014,11,17,22,3,53,50,53,9.6,69,1014.8,15.3,NE,14.2,0,0
16464,2014,11,17,23,3,49,50,49,9.6,71,1015,14.8,NE,16.1,0,0
16465,2014,11,18,0,3,50,52,50,9.6,72,1014.8,14.6,NE,18.9,0,0
16466,2014,11,18,1,3,61,56,61,9.2,67,1014.6,15.3,NE,23.4,0,0
16467,2014,11,18,2,3,56,56,56,9.2,68,1014.3,15.1,NE,29.2,0,0
16468,2014,11,18,3,3,54,52,54,9,68,1014,14.9,NE,32.7,0,0
16469,2014,11,18,4,3,56,52,56,9.1,68,1013.9,15,NE,36.3,0,0
16470,2014,11,18,5,3,56,52,56,9.1,69,1013.9,14.8,NW,3.7,0,0
16471,2014,11,18,6,3,61,53,61,9.2,73,1014.5,14,NE,2.3,0,0
16472,2014,11,18,7,3,65,55,65,9.2,73,1015.3,14,NE,4.2,0,0
16473,2014,11,18,8,3,68,55,68,9.6,68,1016,15.5,NE,8.9,0,0
16474,2014,11,18,9,3,NA,59,NA,10,62,1016.4,17.4,NW,3.4,0,0
16475,2014,11,18,10,3,NA,63,NA,10.3,57,1016.5,19,NE,4,0,0
16476,2014,11,18,11,3,NA,66,NA,10.5,53,1015.8,20.4,NE,8.3,0,0
16477,2014,11,18,12,3,65,68,65,10.7,53,1015,20.7,NE,10.4,0,0
16478,2014,11,18,13,3,67,65,67,11.5,51,1013.8,22.1,NE,12.8,0,0
16479,2014,11,18,14,3,61,60,61,10.6,48,1013,22.2,NE,15,0,0
16480,2014,11,18,15,3,47,60,47,11.1,49,1012.3,22.4,NW,3.4,0,0
16481,2014,11,18,16,3,50,60,50,10.8,49,1012.2,22,NE,3.9,0,0
16482,2014,11,18,17,3,59,60,59,11.2,54,1012.5,20.9,NW,3.1,0,0
16483,2014,11,18,18,3,65,60,65,11.3,59,1013,19.6,NW,7.3,0,0
16484,2014,11,18,19,3,77,60,77,10.9,59,1013.5,19.1,NE,3,0,0
16485,2014,11,18,20,3,89,60,89,10.9,61,1014.1,18.6,NW,4.3,0,0
16486,2014,11,18,21,3,77,60,77,10.4,62,1014.6,17.8,NE,2.7,0,0
16487,2014,11,18,22,3,70,79,70,10.5,69,1014.7,16.2,NE,4.3,0,0
16488,2014,11,18,23,3,61,73,61,10.9,75,1015,15.3,NE,5.8,0,0
16489,2014,11,19,0,3,63,73,63,10.6,77,1014.9,14.6,NW,1.8,0,0
16490,2014,11,19,1,3,62,59,62,10.2,76,1014.6,14.4,NW,3.5,0,0
16491,2014,11,19,2,3,63,60,63,10,77,1014.4,14,NW,6,0,0
16492,2014,11,19,3,3,58,60,58,9.9,78,1014.2,13.7,NE,2,0,0
16493,2014,11,19,4,3,60,56,60,9.9,79,1014.2,13.5,NW,2.5,0,0
16494,2014,11,19,5,3,59,56,59,9.5,72,1014.1,14.5,NW,6.4,0,0
16495,2014,11,19,6,3,59,62,59,8.8,68,1014.5,14.7,NE,2.2,0,0
16496,2014,11,19,7,3,64,62,64,8.8,68,1014.8,14.7,NW,1.5,0,0
16497,2014,11,19,8,3,68,67,68,9.2,67,1015.2,15.3,NW,3.8,0,0
16498,2014,11,19,9,3,71,65,71,9.3,62,1015.7,16.7,NW,7.4,0,0
16499,2014,11,19,10,3,69,65,69,9.6,55,1015.6,18.9,NE,1.9,0,0
16500,2014,11,19,11,3,75,64,75,9.1,48,1015,20.5,NE,3.5,0,0
16501,2014,11,19,12,3,70,77,70,10,47,1014,21.8,NW,2.8,0,0
16502,2014,11,19,13,3,68,74,68,10.7,47,1012.3,22.6,NE,2.3,0,0
16503,2014,11,19,14,3,68,74,68,9.5,43,1011.1,22.8,NW,1.9,0,0
16504,2014,11,19,15,3,70,71,70,10.8,45,1010.5,23.5,NW,3.3,0,0
16505,2014,11,19,16,3,73,69,73,9.8,44,1010.1,22.7,NW,7.1,0,0
16506,2014,11,19,17,3,75,71,75,10.7,50,1010.4,21.6,NE,1.7,0,0
16507,2014,11,19,18,3,73,73,73,12.3,66,1010.8,18.8,NW,1.1,0,0
16508,2014,11,19,19,3,73,72,73,13.1,80,1011.3,16.6,NW,2.8,0,0
16509,2014,11,19,20,3,82,72,82,13,85,1011.5,15.6,NE,1.6,0,0
16510,2014,11,19,21,3,88,78,88,12.6,84,1011.8,15.3,NE,2.9,0,0
16511,2014,11,19,22,3,94,86,94,12.3,85,1012.1,14.8,NW,1.8,0,0
16512,2014,11,19,23,3,91,86,91,12,84,1011.8,14.7,NW,3.8,0,0
16513,2014,11,20,0,3,86,87,86,11.9,86,1011.6,14.3,NW,5.8,0,0
16514,2014,11,20,1,3,70,88,70,11.9,88,1011.5,13.9,NW,7.4,0,0
16515,2014,11,20,2,3,73,92,73,12,89,1011.2,13.8,NW,9.1,0,0
16516,2014,11,20,3,3,72,83,72,11.7,89,1010.9,13.5,NW,10.6,0,0
16517,2014,11,20,4,3,75,73,75,11.8,89,1010.6,13.6,NW,12.5,0,0
16518,2014,11,20,5,3,70,73,70,11.3,88,1010.4,13.3,NW,14.8,0,0
16519,2014,11,20,6,3,63,70,63,11.4,87,1010.9,13.6,NW,16.1,0,0
16520,2014,11,20,7,3,63,70,63,11.1,85,1011.5,13.6,NW,18,0,0
16521,2014,11,20,8,3,67,73,67,11.6,78,1012.2,15.5,NE,2,0,0
16522,2014,11,20,9,3,68,65,68,11.7,65,1012.6,18.4,NW,0.7,0,0
16523,2014,11,20,10,3,61,59,61,12.7,61,1012.7,20.5,NW,2.7,0,0
16524,2014,11,20,11,3,NA,62,NA,12.5,54,1012.2,22.3,NE,2.4,0,0
16525,2014,11,20,12,3,NA,61,NA,12.9,52,1011.3,23.3,NE,3.6,0,0
16526,2014,11,20,13,3,64,61,64,11.8,48,1009.8,23.5,SE,1.7,0,0
16527,2014,11,20,14,3,68,60,68,12.4,47,1008.9,24.5,NE,2.2,0,0
16528,2014,11,20,15,3,68,72,68,11.8,45,1008.3,24.6,SE,1.1,0,0
16529,2014,11,20,16,3,58,62,58,12.4,48,1007.9,24.1,SE,2.2,0,0
16530,2014,11,20,17,3,66,87,66,12.7,54,1008.1,22.5,NE,1.4,0,0
16531,2014,11,20,18,3,75,91,75,14.8,74,1008.3,19.6,NW,1.9,0,0
16532,2014,11,20,19,3,79,82,79,14.8,84,1008.6,17.6,NW,3.5,0,0
16533,2014,11,20,20,3,71,82,71,14.6,88,1009.1,16.6,NW,5.6,0,0
16534,2014,11,20,21,3,82,82,82,14.2,89,1009.6,16.1,NW,7.5,0,0
16535,2014,11,20,22,3,82,81,82,14.2,91,1009.8,15.7,NE,1.5,0,0
16536,2014,11,20,23,3,91,81,91,13.7,91,1010.1,15.2,NW,1.5,0,0
16537,2014,11,21,0,3,97,83,97,13.8,92,1009.9,15.1,NW,3.1,0,0
16538,2014,11,21,1,3,82,89,82,13.7,93,1010,14.9,NW,5,0,0
16539,2014,11,21,2,3,82,91,82,13.5,93,1009.5,14.7,NW,6.8,0,0
16540,2014,11,21,3,3,93,90,93,13.5,94,1009.2,14.5,NW,8.6,0,0
16541,2014,11,21,4,3,101,90,101,13.3,94,1009,14.3,NW,10.8,0,0
16542,2014,11,21,5,3,93,80,93,13.3,95,1009.2,14.1,NW,13.1,0,0
16543,2014,11,21,6,3,97,83,97,13.5,95,1009.9,14.3,NW,14.6,0,0
16544,2014,11,21,7,3,96,88,96,14.2,95,1010.5,15,NE,1.4,0,0
16545,2014,11,21,8,3,89,80,89,15.4,95,1011,16.2,NW,1.5,0,0
16546,2014,11,21,9,3,88,80,88,16.3,81,1011.5,19.7,NW,2.9,0,0
16547,2014,11,21,10,3,79,69,79,16.2,67,1011.4,22.7,NE,2.3,0,0
16548,2014,11,21,11,3,65,69,65,14.9,56,1010.7,24.3,NE,5.8,0,0
16549,2014,11,21,12,3,54,55,54,13.8,51,1009.6,24.6,SE,1.6,0,0
16550,2014,11,21,13,3,51,50,51,13.1,46,1008.4,25.6,NE,1.5,0,0
16551,2014,11,21,14,3,57,50,57,14,46,1007.2,26.6,NE,3.5,0,0
16552,2014,11,21,15,3,49,57,49,12.8,44,1006.6,26,NW,0.6,0,0
16553,2014,11,21,16,3,48,51,48,12.5,44,1006.3,25.7,NE,1,0,0
16554,2014,11,21,17,3,61,59,61,13.7,51,1006.7,24.5,SE,1.2,0,0
16555,2014,11,21,18,3,59,55,59,15.9,73,1007.1,21,NW,1.7,0,0
16556,2014,11,21,19,3,67,71,67,16.1,83,1007.4,19.1,NW,4,0,0
16557,2014,11,21,20,3,65,71,65,15.9,88,1008,18,NW,5.9,0,0
16558,2014,11,21,21,3,85,88,85,15.6,88,1008.3,17.7,NW,7.9,0,0
16559,2014,11,21,22,3,117,123,117,15.4,89,1008.6,17.3,NW,10,0,0
16560,2014,11,21,23,3,110,128,110,15.6,91,1008.8,17.1,NE,1.6,0,0
16561,2014,11,22,0,3,114,128,114,14.9,90,1008.7,16.6,NW,1.3,0,0
16562,2014,11,22,1,3,103,100,103,14.7,91,1008.6,16.2,NW,2.8,0,0
16563,2014,11,22,2,3,115,100,115,14.7,91,1008.5,16.2,NW,3.9,0,0
16564,2014,11,22,3,3,104,105,104,14.7,91,1008.2,16.2,NW,5.6,0,0
16565,2014,11,22,4,3,99,94,99,14.3,89,1007.8,16.2,NW,7.3,0,0
16566,2014,11,22,5,3,71,94,71,14.2,88,1008,16.2,NW,8.7,0,0
16567,2014,11,22,6,3,92,75,92,14.4,92,1008.4,15.7,NW,10,0,0
16568,2014,11,22,7,3,96,82,96,14.4,94,1008.8,15.4,NE,1.7,0,0
16569,2014,11,22,8,3,83,82,83,15.4,92,1009.5,16.8,NW,1,0,0
16570,2014,11,22,9,3,89,80,89,16.1,75,1009.9,20.7,NE,1,0,0
16571,2014,11,22,10,3,96,80,96,15.8,63,1009.9,23.3,NE,3,0,0
16572,2014,11,22,11,3,69,77,69,14.9,53,1009.2,25.2,NE,5.3,0,0
16573,2014,11,22,12,3,59,77,59,14.6,50,1008.1,25.8,NE,7.3,0,0
16574,2014,11,22,13,3,53,48,53,15.1,48,1007.1,27.1,SW,1.8,0,0
16575,2014,11,22,14,3,79,63,79,14.6,47,1006.2,26.9,NE,1.3,0,0
16576,2014,11,22,15,3,74,63,74,13.5,44,1005.7,26.8,NE,3.2,0,0
16577,2014,11,22,16,3,67,65,67,14.2,46,1005.8,26.8,NE,4.1,0,0
16578,2014,11,22,17,3,69,75,69,16.4,57,1006.2,25.6,NE,5.3,0,0
16579,2014,11,22,18,3,73,76,73,17.5,73,1006.3,22.6,NW,1.5,0,0
16580,2014,11,22,19,3,87,87,87,17.4,81,1006.9,20.8,NW,3.4,0,0
16581,2014,11,22,20,3,101,80,101,17.3,85,1007.7,19.9,NW,4.8,0,0
16582,2014,11,22,21,3,76,74,76,17.2,86,1008.5,19.7,NW,6,0,0
16583,2014,11,22,22,3,61,74,61,17.3,87,1008.8,19.6,NE,1.4,0,0
16584,2014,11,22,23,3,56,74,56,17.3,90,1009,19,NW,1.3,0,0
16585,2014,11,23,0,3,54,54,54,17.1,92,1009,18.5,NW,2.2,0,0
16586,2014,11,23,1,3,61,50,61,16.9,93,1009,18.1,NW,3.8,0,0
16587,2014,11,23,2,3,68,50,68,16.7,94,1008.7,17.7,NW,5,0,0
16588,2014,11,23,3,3,80,60,80,16.4,94,1008.2,17.4,NW,6.1,0,0
16589,2014,11,23,4,3,77,69,77,16.4,95,1008.1,17.3,NW,7.8,0,0
16590,2014,11,23,5,3,78,57,78,16.2,95,1008.4,17.1,NW,9.6,0,0
16591,2014,11,23,6,3,77,57,77,16.5,95,1009.1,17.4,NE,2.1,0,0
16592,2014,11,23,7,3,74,57,74,16.8,95,1009.6,17.7,NW,0.9,0,0
16593,2014,11,23,8,3,84,57,84,17.5,95,1010.2,18.4,NE,1,0,0
16594,2014,11,23,9,3,84,NA,84,18.2,80,1010.6,21.8,NE,2.3,0,0
16595,2014,11,23,10,3,68,53,68,17.2,69,1010.5,23.3,NE,5.2,0,0
16596,2014,11,23,11,3,52,47,52,16.5,61,1009.9,24.6,NE,8,0,0
16597,2014,11,23,12,3,41,39,41,16.3,55,1009,26.1,SE,3.7,0,0
16598,2014,11,23,13,3,38,39,38,16.5,54,1007.7,26.6,NE,2.8,0,0
16599,2014,11,23,14,3,41,37,41,16.1,51,1006.7,27.1,SE,1.8,0,0
16600,2014,11,23,15,3,46,45,46,15.8,50,1006.1,27.2,SE,3.8,0,0
16601,2014,11,23,16,3,38,48,38,16.2,51,1005.8,27.3,SE,5,0,0
16602,2014,11,23,17,3,44,48,44,16,53,1006,26.4,SW,2.1,0,0
16603,2014,11,23,18,3,24,32,24,17,66,1006.7,23.8,NW,1.4,0,0
16604,2014,11,23,19,3,19,39,19,18.1,79,1007.2,22,NE,1.3,0,0
16605,2014,11,23,20,3,23,37,23,18.2,85,1007.7,20.9,NW,1.2,0,0
16606,2014,11,23,21,3,36,37,36,18.2,90,1008,19.9,NW,2.8,0,0
16607,2014,11,23,22,3,37,30,37,17.6,91,1008.3,19.2,NW,4.1,0,0
16608,2014,11,23,23,3,36,29,36,17.3,92,1008.5,18.7,NW,5.7,0,0
16609,2014,11,24,0,3,37,29,37,17.2,93,1008.5,18.4,NW,7,0,0
16610,2014,11,24,1,3,44,48,44,16.9,93,1008.4,18.1,NW,8.2,0,0
16611,2014,11,24,2,3,49,48,49,16.8,94,1008,17.8,NW,9.6,0,0
16612,2014,11,24,3,3,32,39,32,16.7,94,1007.4,17.7,NW,11.3,0,0
16613,2014,11,24,4,3,33,38,33,16.9,95,1007.3,17.8,NW,13.1,0,0
16614,2014,11,24,5,3,34,39,34,16.8,95,1007.4,17.7,NW,14.4,0,0
16615,2014,11,24,6,3,39,43,39,16.9,95,1007.9,17.8,NW,16.4,0,0
16616,2014,11,24,7,3,39,43,39,17.1,95,1008.1,18,NW,17.8,0,0
16617,2014,11,24,8,3,43,43,43,18.6,95,1008.6,19.5,NW,18.7,0,0
16618,2014,11,24,9,3,47,44,47,18.2,73,1009.1,23.4,NE,1.2,0,0
16619,2014,11,24,10,3,57,48,57,16.7,64,1009.3,24,NE,3.7,0,0
16620,2014,11,24,11,3,40,44,40,16.8,60,1008.7,25.2,NE,4.6,0,0
16621,2014,11,24,12,3,45,41,45,16.9,55,1007.9,26.7,SW,1.9,0,0
16622,2014,11,24,13,3,44,43,44,16.8,52,1006.7,27.6,SE,2.5,0,0
16623,2014,11,24,14,3,42,37,42,17.6,55,1005.8,27.5,NE,1.6,0,0
16624,2014,11,24,15,3,28,37,28,17.3,54,1005.2,27.5,NE,3.3,0,0
16625,2014,11,24,16,3,30,34,30,17.4,55,1004.9,27.3,NW,1.4,0,0
16626,2014,11,24,17,3,37,35,37,18.1,60,1005,26.5,SE,1.2,0,0
16627,2014,11,24,18,3,34,34,34,19.4,77,1005.1,23.7,NE,1.6,0,0
16628,2014,11,24,19,3,54,42,54,19.3,87,1005.5,21.6,NW,1.5,0,0
16629,2014,11,24,20,3,36,49,36,18.9,90,1006,20.6,NW,2.7,0,0
16630,2014,11,24,21,3,44,39,44,18.3,90,1006.5,20,NW,4.4,0,0
16631,2014,11,24,22,3,39,42,39,18.2,92,1006.6,19.6,NE,1.4,0,0
16632,2014,11,24,23,3,26,39,26,18.1,93,1006.8,19.3,NW,1.2,0,0
16633,2014,11,25,0,3,21,33,21,17.8,93,1006.8,19,NE,1.6,0,0
16634,2014,11,25,1,3,20,44,20,17.7,94,1006.6,18.7,NW,1.4,0,0
16635,2014,11,25,2,3,28,49,28,17.5,94,1006.4,18.5,NW,3.2,0,0
16636,2014,11,25,3,3,33,53,33,17.2,94,1006,18.2,NW,5.1,0,0
16637,2014,11,25,4,3,41,53,41,17.2,95,1005.8,18.1,NW,6.8,0,0
16638,2014,11,25,5,3,38,42,38,17.1,95,1005.7,18,NW,8.3,0,0
16639,2014,11,25,6,3,45,38,45,16.9,95,1005.9,17.8,NW,9.9,0,0
16640,2014,11,25,7,3,56,40,56,17,95,1006.4,17.9,NW,11.3,0,0
16641,2014,11,25,8,3,45,49,45,18.1,96,1007.1,18.8,NW,12.6,0,0
16642,2014,11,25,9,3,42,36,42,19.9,95,1007.3,20.8,NE,1,0,0
16643,2014,11,25,10,3,53,36,53,18.6,68,1007.2,25,SW,0.6,0,0
16644,2014,11,25,11,3,40,34,40,18.3,64,1006.6,25.7,NE,0.6,0,0
16645,2014,11,25,12,3,38,39,38,18.6,63,1005.7,26.2,NW,1.3,0,0
16646,2014,11,25,13,3,37,48,37,17.2,56,1004.7,26.8,SW,1,0,0
16647,2014,11,25,14,3,51,48,51,17.7,56,1003.9,27.3,SW,3.6,0,0
16648,2014,11,25,15,3,72,67,72,17.4,54,1003.4,27.6,SW,6.4,0,0
16649,2014,11,25,16,3,75,61,75,17.4,55,1003.2,27.3,SW,8.3,0,0
16650,2014,11,25,17,3,77,72,77,18.2,62,1003.2,26.1,NW,1.2,0,0
16651,2014,11,25,18,3,80,72,80,18.6,74,1003.7,23.6,NE,3.5,0,0
16652,2014,11,25,19,3,79,82,79,17.3,74,1004.3,22.2,NW,2.9,0,0
16653,2014,11,25,20,3,68,64,68,16.5,75,1004.7,21.1,NE,4.3,0,0
16654,2014,11,25,21,3,62,64,62,16.1,76,1004.9,20.5,NE,7.9,0,0
16655,2014,11,25,22,3,73,62,73,15.9,77,1005.3,20.1,NE,11.7,0,0
16656,2014,11,25,23,3,68,55,68,15.7,79,1005.2,19.5,NW,4.8,0,0
16657,2014,11,26,0,3,56,64,56,15.6,82,1005.5,18.8,NW,6.6,0,0
16658,2014,11,26,1,3,55,54,55,15.7,83,1005.4,18.7,NW,9.1,0,0
16659,2014,11,26,2,3,63,48,63,15.1,80,1005,18.7,NE,4.9,0,0
16660,2014,11,26,3,3,61,48,61,14.6,81,1005.1,18,NW,2.6,0,0
16661,2014,11,26,4,3,67,55,67,14.6,83,1004.5,17.6,NW,6.4,0,0
16662,2014,11,26,5,3,68,55,68,14.6,84,1004.9,17.4,NW,10.5,0,0
16663,2014,11,26,6,3,76,66,76,14.5,84,1005.7,17.3,NW,13.9,0,0
16664,2014,11,26,7,3,69,68,69,14.4,84,1006.2,17.2,NE,2.6,0,0
16665,2014,11,26,8,3,77,68,77,14.8,82,1006.9,18,NW,2.3,0,0
16666,2014,11,26,9,3,81,76,81,15.6,78,1007.5,19.6,NW,5.4,0,0
16667,2014,11,26,10,3,84,81,84,16.4,72,1007.8,21.7,NE,1.4,0,0
16668,2014,11,26,11,3,82,80,82,16.3,66,1007.3,23,NE,2.7,0,0
16669,2014,11,26,12,3,85,79,85,16.6,61,1006.5,24.7,NE,4.6,0,0
16670,2014,11,26,13,3,89,82,89,17,61,1005.2,25.1,NE,6.9,0,0
16671,2014,11,26,14,3,93,94,93,17.5,62,1004.2,25.3,NE,9.7,0,0
16672,2014,11,26,15,3,100,98,100,17.4,62,1004,25.2,NW,1.1,0,0
16673,2014,11,26,16,3,95,94,95,17.9,66,1003.7,24.7,NW,2.7,0,0
16674,2014,11,26,17,3,97,94,97,18.5,73,1003.8,23.7,NE,1.3,0,0
16675,2014,11,26,18,3,105,99,105,18.9,82,1004.1,22.2,NW,1.5,0,0
16676,2014,11,26,19,3,106,100,106,18.9,85,1004.6,21.6,NW,2.8,0,0
16677,2014,11,26,20,3,108,107,108,18.6,81,1005.3,22.1,SE,0.6,0,0
16678,2014,11,26,21,3,87,73,87,18.9,80,1005.8,22.6,SE,1.9,0,0
16679,2014,11,26,22,3,85,73,85,17.8,75,1006.1,22.5,SE,4.5,0,0
16680,2014,11,26,23,3,82,74,82,17.5,76,1006.4,22,SE,6,0,0
16681,2014,11,27,0,3,83,68,83,17.6,79,1006.4,21.4,SE,7.1,0,0
16682,2014,11,27,1,3,72,65,72,18.2,87,1006.6,20.5,NE,1.3,0,0
16683,2014,11,27,2,3,78,65,78,17.5,78,1006.6,21.5,SE,2.5,0,0
16684,2014,11,27,3,3,85,65,85,17.6,81,1006.5,21,SE,4.2,0,0
16685,2014,11,27,4,3,75,62,75,17.8,91,1006.8,19.4,NW,1.8,0,0
16686,2014,11,27,5,3,60,63,60,17.6,92,1007,19,NW,2.8,0,0
16687,2014,11,27,6,3,52,63,52,17.4,93,1007.4,18.6,NW,3.5,0,0
16688,2014,11,27,7,3,63,57,63,16.9,93,1007.7,18.1,NW,4.5,0,0
16689,2014,11,27,8,3,73,61,73,17.6,93,1008.1,18.8,NW,6,0,0
16690,2014,11,27,9,3,78,65,78,17.5,74,1008.9,22.4,NE,2.3,0,0
16691,2014,11,27,10,3,70,54,70,16.9,63,1008.8,24.4,NE,3.7,0,0
16692,2014,11,27,11,3,59,53,59,16.3,55,1007.9,26.1,SE,1.3,0,0
16693,2014,11,27,12,3,65,49,65,17,54,1006.6,27.2,SE,4,0,0
16694,2014,11,27,13,3,62,53,62,17.3,57,1005.4,26.6,NE,3.3,0,0
16695,2014,11,27,14,3,55,48,55,16.7,53,1004.4,27.2,SE,3.6,0,0
16696,2014,11,27,15,3,67,68,67,16.5,53,1004,26.9,SE,6.4,0,0
16697,2014,11,27,16,3,56,47,56,17.2,57,1004,26.5,SE,8.2,0,0
16698,2014,11,27,17,3,62,52,62,17.5,59,1004.2,26.2,SW,3.1,0,0
16699,2014,11,27,18,3,52,56,52,18,68,1004.8,24.3,SE,3.5,0,0
16700,2014,11,27,19,3,55,57,55,18.4,73,1005.5,23.6,SW,2.9,0,0
16701,2014,11,27,20,3,47,40,47,18.5,79,1006.2,22.4,NE,0.9,0,0
