No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
12306,2014,5,28,17,1,18,23,30,24,5,14,996,36,SE,38.89,0,0
12307,2014,5,28,18,1,23,27,29,32,4,14,996,35,SE,46.94,0,0
12308,2014,5,28,19,1,37,29,31,32,7,18,997,34,SE,55.88,0,0
12309,2014,5,28,20,1,32,30,33,34,9,25,998,31,SE,57.67,0,0
12310,2014,5,28,21,1,36,35,34,39,9,24,999,32,SE,62.59,0,0
12311,2014,5,28,22,1,37,34,37,40,9,25,998,31,SE,67.51,0,0
12312,2014,5,28,23,1,36,36,40,44,8,25,997,30,SE,72.43,0,0
12313,2014,5,29,0,1,37,37,37,38,12,49,997,23,SE,73.32,0,0
12314,2014,5,29,1,1,43,41,36,38,12,49,998,23,cv,0.89,0,0
12315,2014,5,29,2,1,134,39,45,42,13,56,997,22,cv,1.78,0,0
12316,2014,5,29,3,1,84,43,42,44,12,56,997,21,cv,2.67,0,0
12317,2014,5,29,4,1,49,58,48,54,13,64,997,20,cv,3.12,0,0
12318,2014,5,29,5,1,51,66,46,62,12,67,997,18,cv,4.01,0,0
12319,2014,5,29,6,1,62,65,49,78,14,64,997,21,cv,4.9,0,0
12320,2014,5,29,7,1,111,93,75,77,14,50,997,25,cv,5.79,0,0
12321,2014,5,29,8,1,72,76,76,75,12,39,998,27,cv,6.68,0,0
12322,2014,5,29,9,1,68,73,71,67,12,33,998,30,NE,3.13,0,0
12323,2014,5,29,10,1,NA,66,62,52,11,26,998,33,NE,4.92,0,0
12324,2014,5,29,11,1,NA,56,51,41,11,22,998,36,cv,1.79,0,0
12325,2014,5,29,12,1,15,52,43,29,10,19,998,37,cv,2.68,0,0
12326,2014,5,29,13,1,28,27,25,21,7,14,997,39,cv,3.57,0,0
12327,2014,5,29,14,1,NA,23,24,19,7,12,997,41,cv,5.36,0,0
12328,2014,5,29,15,1,NA,16,17,8,4,9,996,42,NW,5.81,0,0
12329,2014,5,29,16,1,NA,10,23,14,4,11,996,39,NE,1.79,0,0
12330,2014,5,29,17,1,NA,41,43,30,6,12,996,40,cv,0.89,0,0
12331,2014,5,29,18,1,NA,30,28,29,8,16,997,38,SE,3.13,0,0
12332,2014,5,29,19,1,NA,29,24,38,9,20,998,35,SE,6.26,0,0
12333,2014,5,29,20,1,NA,62,41,63,10,25,999,32,cv,0.89,0,0
12334,2014,5,29,21,1,NA,59,45,63,15,45,1000,28,cv,2.68,0,0
12335,2014,5,29,22,1,NA,68,53,63,10,30,1001,29,SE,1.79,0,0
12336,2014,5,29,23,1,NA,69,68,79,13,44,1002,26,NW,3.13,0,0
12337,2014,5,30,0,1,NA,94,79,71,13,47,1002,25,cv,0.89,0,0
12338,2014,5,30,1,1,NA,94,89,96,13,41,1003,27,SE,1.79,0,0
12339,2014,5,30,2,1,NA,101,100,102,14,50,1003,25,NE,1.79,0,0
12340,2014,5,30,3,1,NA,117,109,113,13,53,1003,23,NW,1.79,0,0
12341,2014,5,30,4,1,NA,99,98,73,11,49,1004,22,NW,3.58,0,0
12342,2014,5,30,5,1,NA,81,71,67,10,49,1005,21,NW,6.71,0,0
12343,2014,5,30,6,1,NA,65,60,67,12,49,1006,23,NW,8.5,0,0
12344,2014,5,30,7,1,NA,79,77,88,12,41,1006,26,NW,10.29,0,0
12345,2014,5,30,8,1,NA,87,92,85,12,33,1007,30,cv,0.89,0,0
12346,2014,5,30,9,1,NA,90,86,88,12,31,1007,31,SE,1.79,0,0
12347,2014,5,30,10,1,102,108,104,104,12,29,1007,32,SE,5.81,0,0
12348,2014,5,30,11,1,118,109,112,100,12,27,1007,33,SE,9.83,0,0
12349,2014,5,30,12,1,111,105,105,99,14,31,1007,33,SE,14.75,0,0
12350,2014,5,30,13,1,99,106,104,100,14,30,1006,34,SE,19.67,0,0
12351,2014,5,30,14,1,111,111,106,107,14,28,1005,35,SE,23.69,0,0
12352,2014,5,30,15,1,112,104,107,104,15,32,1005,34,SE,27.71,0,0
12353,2014,5,30,16,1,102,99,100,90,15,33,1005,33,SE,33.52,0,0
12354,2014,5,30,17,1,94,97,98,100,14,31,1005,33,SE,37.54,0,0
12355,2014,5,30,18,1,96,96,98,99,13,33,1005,31,SE,41.56,0,0
12356,2014,5,30,19,1,89,92,85,95,15,40,1006,30,SE,44.69,0,0
12357,2014,5,30,20,1,86,NA,84,97,14,42,1006,28,SE,47.82,0,0
12358,2014,5,30,21,1,86,88,88,90,14,44,1007,27,SE,50.95,0,0
12359,2014,5,30,22,1,77,80,76,76,12,39,1008,27,SE,54.08,0,0
12360,2014,5,30,23,1,72,78,67,72,12,44,1008,25,SE,55.87,0,0
12361,2014,5,31,0,1,75,83,70,81,13,50,1008,24,SE,56.76,0,0
12362,2014,5,31,1,1,74,85,78,84,13,56,1008,22,SE,57.65,0,0
12363,2014,5,31,2,1,79,91,77,90,14,60,1008,22,cv,0.89,0,0
12364,2014,5,31,3,1,81,100,89,96,14,64,1008,21,cv,1.78,0,0
12365,2014,5,31,4,1,88,105,86,115,14,64,1008,21,cv,2.67,0,0
12366,2014,5,31,5,1,93,109,89,115,15,72,1008,20,SE,0.89,0,0
12367,2014,5,31,6,1,90,114,96,108,16,73,1008,21,SE,1.78,0,0
12368,2014,5,31,7,1,96,124,107,125,15,57,1008,24,cv,0.89,0,0
12369,2014,5,31,8,1,98,119,110,123,14,50,1009,25,cv,1.78,0,0
12370,2014,5,31,9,1,109,123,112,127,13,44,1009,26,cv,2.67,0,0
12371,2014,5,31,10,1,122,130,124,132,13,39,1008,28,NE,1.79,0,0
12372,2014,5,31,11,1,135,128,131,125,14,37,1008,30,SE,1.79,0,0
12373,2014,5,31,12,1,131,126,125,119,14,33,1007,32,cv,1.79,0,0
12374,2014,5,31,13,1,131,127,130,127,15,33,1007,33,SE,1.79,0,0
12375,2014,5,31,14,1,138,144,138,139,16,36,1006,33,cv,0.89,0,0
12376,2014,5,31,15,1,139,144,148,134,14,31,1005,33,SE,3.13,0,0
12377,2014,5,31,16,1,133,137,139,131,16,34,1005,34,SE,6.26,0,0
12378,2014,5,31,17,1,135,137,148,135,17,38,1005,33,SE,9.39,0,0
12379,2014,5,31,18,1,134,140,131,137,17,40,1005,32,SE,11.18,0,0
12380,2014,5,31,19,1,137,144,131,143,17,43,1005,31,SE,12.97,0,0
12381,2014,5,31,20,1,136,143,137,140,18,48,1005,30,SE,13.86,0,0
12382,2014,5,31,21,1,99,100,105,86,18,48,1005,30,SE,16.99,11.4,11.4
12383,2014,5,31,22,1,73,72,71,83,18,78,1010,22,SE,30.85,1.9,13.3
12384,2014,5,31,23,1,71,74,68,83,18,82,1009,21,NW,8.94,0.8,14.1
12385,2014,6,1,0,2,69,63,65,68,18,78,1010,22,NW,14.75,0,0
12386,2014,6,1,1,2,56,53,58,53,18,82,1009,21,cv,0.89,0,0
12387,2014,6,1,2,2,49,43,47,52,18,82,1008,21,NW,4.02,0,0
12388,2014,6,1,3,2,40,49,41,46,17,77,1009,21,NW,7.15,0,0
12389,2014,6,1,4,2,38,47,40,49,18,82,1009,21,NE,1.79,0,0
12390,2014,6,1,5,2,47,52,48,59,17,77,1008,21,NW,4.92,0,0
12391,2014,6,1,6,2,51,48,45,52,17,73,1008,22,NW,9.84,0,0
12392,2014,6,1,7,2,39,35,32,43,17,73,1008,22,NW,14.76,0,0
12393,2014,6,1,8,2,37,36,34,46,16,64,1007,23,NW,20.57,0,0
12394,2014,6,1,9,2,34,40,37,40,16,50,1007,27,NW,25.49,0,0
12395,2014,6,1,10,2,26,31,31,32,16,45,1007,29,NW,28.62,0,0
12396,2014,6,1,11,2,30,28,29,29,15,40,1007,30,NW,31.75,0,0
12397,2014,6,1,12,2,27,34,30,33,16,40,1007,31,NE,3.13,0,0
12398,2014,6,1,13,2,30,33,34,37,13,33,1007,31,NE,4.92,0,0
12399,2014,6,1,14,2,34,52,43,37,14,35,1006,31,NE,6.71,0,0
12400,2014,6,1,15,2,33,108,74,62,18,57,1006,27,SE,4.92,0,0
12401,2014,6,1,16,2,39,99,76,80,18,57,1006,27,SE,9.84,0,0
12402,2014,6,1,17,2,71,48,55,62,18,61,1007,26,SE,13.86,4.6,4.6
12403,2014,6,1,18,2,39,40,40,53,17,77,1009,21,SE,19.67,1.5,6.1
12404,2014,6,1,19,2,56,47,49,59,16,73,1009,21,SE,21.46,0.3,6.4
12405,2014,6,1,20,2,60,50,46,51,17,82,1011,20,NW,4.02,0,0
12406,2014,6,1,21,2,48,51,52,60,17,88,1011,19,NW,7.15,0,0
12407,2014,6,1,22,2,52,48,47,59,16,77,1012,20,NE,3.13,0,0
12408,2014,6,1,23,2,49,56,48,55,15,68,1012,21,SE,1.79,0,0
12409,2014,6,2,0,2,54,54,50,49,13,60,1012,21,SE,3.58,0,0
12410,2014,6,2,1,2,38,58,45,52,13,64,1012,20,cv,0.89,0,0
12411,2014,6,2,2,2,30,58,47,55,13,68,1012,19,SE,1.79,0,0
12412,2014,6,2,3,2,17,34,28,24,12,63,1012,19,SE,3.58,0,0
12413,2014,6,2,4,2,8,23,17,21,12,59,1012,20,SE,5.37,0,0
12414,2014,6,2,5,2,9,19,20,18,13,68,1012,19,cv,0.45,0,0
12415,2014,6,2,6,2,5,25,13,25,14,72,1013,19,NW,3.13,0,0
12416,2014,6,2,7,2,8,18,18,25,14,72,1013,19,NE,1.79,0,0
12417,2014,6,2,8,2,10,18,18,18,14,64,1013,21,NW,3.13,0,0
12418,2014,6,2,9,2,11,16,13,18,13,60,1013,21,NW,6.26,0,0
12419,2014,6,2,10,2,11,25,23,24,15,68,1013,21,NE,1.79,0,0
12420,2014,6,2,11,2,13,27,20,20,14,56,1012,23,cv,0.89,0,0
12421,2014,6,2,12,2,19,25,28,31,13,44,1012,26,cv,2.68,0,0
12422,2014,6,2,13,2,19,32,27,31,12,46,1012,24,NE,1.79,0,0
12423,2014,6,2,14,2,21,29,28,28,11,41,1011,25,SE,1.79,0,0
12424,2014,6,2,15,2,24,32,31,31,12,44,1010,25,SE,4.92,0,0
12425,2014,6,2,16,2,30,29,31,28,11,39,1010,26,cv,0.89,0,0
12426,2014,6,2,17,2,28,26,24,34,11,39,1009,26,SE,1.79,0,0
12427,2014,6,2,18,2,39,30,25,32,12,41,1009,26,cv,0.89,0,0
12428,2014,6,2,19,2,34,25,29,44,12,44,1009,25,SE,3.13,0,0
12429,2014,6,2,20,2,36,33,37,46,12,46,1010,24,NW,3.13,0,0
12430,2014,6,2,21,2,49,35,39,43,12,46,1010,24,NW,6.26,0,0
12431,2014,6,2,22,2,44,36,46,48,12,46,1010,24,NW,10.28,0,0
12432,2014,6,2,23,2,46,42,51,57,13,56,1010,22,NW,13.41,0,0
12433,2014,6,3,0,2,32,52,45,53,13,56,1009,22,NW,16.54,0,0
12434,2014,6,3,1,2,32,56,42,64,13,64,1009,20,NW,19.67,0,0
12435,2014,6,3,2,2,40,67,44,52,13,68,1008,19,NW,20.56,0,0
12436,2014,6,3,3,2,42,52,47,37,13,77,1008,17,NW,22.35,0,0
12437,2014,6,3,4,2,30,43,32,35,13,77,1008,17,NW,26.37,0,0
12438,2014,6,3,5,2,22,49,30,39,13,77,1008,17,NE,0.89,0,0
12439,2014,6,3,6,2,22,34,36,31,14,68,1008,20,NW,4.02,0,0
12440,2014,6,3,7,2,22,25,30,29,14,56,1009,23,NW,7.15,0,0
12441,2014,6,3,8,2,19,26,27,28,13,50,1009,24,NW,10.28,0,0
12442,2014,6,3,9,2,22,33,26,32,13,41,1009,27,NW,13.41,0,0
12443,2014,6,3,10,2,25,39,31,33,12,37,1009,28,NW,15.2,0,0
12444,2014,6,3,11,2,19,29,21,25,12,34,1008,29,cv,0.89,0,0
12445,2014,6,3,12,2,21,27,25,30,12,33,1008,30,SE,1.79,0,0
12446,2014,6,3,13,2,27,29,30,28,12,31,1007,31,SE,4.92,0,0
12447,2014,6,3,14,2,32,36,30,36,12,31,1006,31,SE,8.05,0,0
12448,2014,6,3,15,2,40,44,45,43,12,29,1006,32,SE,12.07,0,0
12449,2014,6,3,16,2,44,42,47,43,12,29,1006,32,SE,16.09,0,0
12450,2014,6,3,17,2,47,51,46,54,13,33,1006,31,SE,20.11,0,0
12451,2014,6,3,18,2,47,53,52,56,12,33,1006,30,SE,23.24,0,0
12452,2014,6,3,19,2,41,46,42,45,13,39,1006,28,SE,26.37,0,0
12453,2014,6,3,20,2,41,43,39,48,13,39,1007,28,SE,28.16,0,0
12454,2014,6,3,21,2,47,62,47,57,13,41,1007,27,SE,29.95,0,0
12455,2014,6,3,22,2,52,62,53,50,14,47,1008,26,SE,34.87,0,0
12456,2014,6,3,23,2,43,48,44,47,14,53,1008,24,SE,38,0,0
12457,2014,6,4,0,2,42,58,44,48,14,56,1008,23,SE,39.79,0,0
12458,2014,6,4,1,2,43,70,44,62,15,68,1008,21,NE,1.79,0,0
12459,2014,6,4,2,2,52,72,52,77,15,68,1008,21,NE,2.68,0,0
12460,2014,6,4,3,2,54,79,68,83,15,72,1008,20,NE,3.57,0,0
12461,2014,6,4,4,2,67,89,80,87,16,77,1007,20,NE,4.46,0,0
12462,2014,6,4,5,2,75,88,85,88,16,82,1007,19,cv,0.89,0,0
12463,2014,6,4,6,2,79,94,85,107,17,82,1007,20,cv,1.78,0,0
12464,2014,6,4,7,2,82,98,82,88,17,64,1008,24,cv,2.67,0,0
12465,2014,6,4,8,2,76,95,89,88,16,57,1007,25,cv,3.56,0,0
12466,2014,6,4,9,2,56,79,81,79,15,50,1007,26,cv,4.45,0,0
12467,2014,6,4,10,2,47,82,54,60,14,44,1007,27,SE,3.13,0,0
12468,2014,6,4,11,2,74,51,50,48,14,42,1007,28,SE,6.26,0,0
12469,2014,6,4,12,2,37,44,32,38,14,39,1006,29,cv,1.79,0,0
12470,2014,6,4,13,2,41,44,41,42,13,37,1005,29,SE,3.13,0,0
12471,2014,6,4,14,2,48,48,44,47,13,33,1005,31,SE,6.26,0,0
12472,2014,6,4,15,2,45,51,47,53,13,35,1004,30,SE,9.39,0,0
12473,2014,6,4,16,2,44,42,45,52,13,35,1004,30,SE,13.41,0,0
12474,2014,6,4,17,2,45,44,49,51,14,39,1004,29,SE,17.43,0,0
12475,2014,6,4,18,2,46,45,43,53,14,39,1004,29,SE,22.35,0,0
12476,2014,6,4,19,2,49,44,56,51,14,42,1004,28,SE,26.37,0,0
12477,2014,6,4,20,2,49,47,50,54,15,47,1004,27,SE,29.5,0,0
12478,2014,6,4,21,2,51,48,50,54,14,44,1005,27,SE,31.29,0,0
12479,2014,6,4,22,2,59,49,55,54,14,44,1005,27,NW,1.79,0,0
12480,2014,6,4,23,2,56,58,54,NA,15,47,1005,27,SE,3.13,0,0
12481,2014,6,5,0,2,69,78,56,53,15,50,1005,26,NW,1.79,0,0
12482,2014,6,5,1,2,82,81,54,57,16,60,1005,24,SE,1.79,0,0
12483,2014,6,5,2,2,80,82,77,80,17,68,1005,23,SE,4.92,0,0
12484,2014,6,5,3,2,80,89,79,84,16,68,1005,22,SE,6.71,0,0
12485,2014,6,5,4,2,78,86,76,90,16,73,1005,21,SE,8.5,0,0
12486,2014,6,5,5,2,81,88,NA,95,16,77,1006,20,NE,0.89,0,0
12487,2014,6,5,6,2,84,105,NA,108,17,77,1006,21,cv,0.89,0,0
12488,2014,6,5,7,2,87,112,NA,102,17,73,1006,22,SE,1.79,0,0
12489,2014,6,5,8,2,85,99,100,90,17,61,1006,25,cv,0.89,0,0
12490,2014,6,5,9,2,85,83,85,76,17,54,1006,27,NE,1.79,0,0
12491,2014,6,5,10,2,67,65,65,54,16,45,1006,29,cv,0.89,0,0
12492,2014,6,5,11,2,57,53,50,43,16,42,1005,30,cv,2.68,0,0
12493,2014,6,5,12,2,47,48,43,43,15,37,1005,31,NW,3.13,0,0
12494,2014,6,5,13,2,45,44,43,45,14,31,1004,33,cv,1.79,0,0
12495,2014,6,5,14,2,38,39,38,43,13,28,1003,34,NW,3.13,0,0
12496,2014,6,5,15,2,45,44,39,49,13,28,1003,34,SE,3.13,0,0
12497,2014,6,5,16,2,54,51,44,56,13,29,1002,33,SE,4.92,0,0
12498,2014,6,5,17,2,57,55,61,55,13,28,1002,34,cv,0.89,0,0
12499,2014,6,5,18,2,51,49,43,59,14,31,1002,33,SE,4.02,0,0
12500,2014,6,5,19,2,62,54,60,60,14,35,1002,31,SE,8.04,0,0
12501,2014,6,5,20,2,59,54,56,68,15,37,1002,31,SE,11.17,0,0
12502,2014,6,5,21,2,71,61,61,70,14,37,1003,30,SE,14.3,0,0
12503,2014,6,5,22,2,82,75,78,81,15,40,1003,30,SE,18.32,0,0
12504,2014,6,5,23,2,89,77,85,NA,16,54,1003,26,SE,20.11,0,0
12505,2014,6,6,0,2,89,86,78,90,16,50,1003,27,SE,23.24,0,0
12506,2014,6,6,1,2,95,111,97,108,19,69,1004,25,SE,27.26,0,0
12507,2014,6,6,2,2,108,104,103,109,19,73,1004,24,SE,29.05,0,0
12508,2014,6,6,3,2,113,106,109,106,17,68,1004,23,SE,32.18,0,0
12509,2014,6,6,4,2,100,90,82,96,17,73,1004,22,cv,0.89,0,0
12510,2014,6,6,5,2,78,84,82,82,17,73,1005,22,SE,1.79,0,0
12511,2014,6,6,6,2,80,83,80,87,17,73,1005,22,cv,0.89,0,0
12512,2014,6,6,7,2,89,97,94,101,17,68,1004,23,SE,1.79,0,0
12513,2014,6,6,8,2,100,107,103,99,18,65,1004,25,SE,3.58,0,0
12514,2014,6,6,9,2,112,114,105,104,18,61,1004,26,SE,6.71,0,0
12515,2014,6,6,10,2,116,119,104,101,18,61,1004,26,SE,9.84,0,0
12516,2014,6,6,11,2,108,110,108,88,18,57,1004,27,cv,0.89,0.3,0.3
12517,2014,6,6,12,2,9,12,20,9,16,68,1005,22,NW,11.18,9.3,9.6
12518,2014,6,6,13,2,3,7,5,9,18,93,1005,19,NW,16.99,3.3,12.9
12519,2014,6,6,14,2,3,3,8,6,17,88,1005,19,NW,24.14,2.5,15.4
12520,2014,6,6,15,2,3,7,6,6,17,88,1005,19,NW,29.06,0,0
12521,2014,6,6,16,2,3,6,3,7,16,88,1004,18,NE,4.92,0.8,0.8
12522,2014,6,6,17,2,3,10,4,7,16,88,1005,18,NW,5.81,0.2,1
12523,2014,6,6,18,2,3,12,6,9,16,88,1005,18,NE,3.13,0,0
12524,2014,6,6,19,2,3,12,12,10,15,82,1005,18,NE,7.15,0,0
12525,2014,6,6,20,2,3,12,11,12,14,77,1005,18,NW,3.13,0,0
12526,2014,6,6,21,2,7,10,15,10,14,77,1005,18,NE,3.13,0,0
12527,2014,6,6,22,2,12,13,13,17,14,82,1005,17,NW,1.79,0,0
12528,2014,6,6,23,2,14,22,18,NA,14,87,1005,16,NW,4.92,0,0
12529,2014,6,7,0,2,21,23,17,24,14,87,1005,16,cv,0.89,0,0
12530,2014,6,7,1,2,13,20,16,25,14,93,1005,15,cv,1.78,0,0
12531,2014,6,7,2,2,12,20,19,19,13,77,1005,17,NE,1.79,0,0
12532,2014,6,7,3,2,3,13,12,17,12,82,1005,15,NW,1.79,0,0
12533,2014,6,7,4,2,3,15,11,14,11,67,1005,17,NE,3.13,0,0
12534,2014,6,7,5,2,3,13,7,8,11,76,1005,15,NW,1.79,0,0
12535,2014,6,7,6,2,3,14,6,6,12,67,1005,18,NW,4.92,0,0
12536,2014,6,7,7,2,3,8,7,6,12,59,1005,20,NW,10.73,0,0
12537,2014,6,7,8,2,3,6,7,5,11,49,1006,22,NW,15.65,0,0
12538,2014,6,7,9,2,3,5,7,4,10,41,1006,24,NW,22.8,0,0
12539,2014,6,7,10,2,3,3,5,3,10,36,1005,26,NW,28.61,0,0
12540,2014,6,7,11,2,3,4,5,3,9,34,1005,26,NW,33.53,0,0
12541,2014,6,7,12,2,3,3,5,5,9,32,1005,27,NW,38.45,0,0
12542,2014,6,7,13,2,3,6,3,5,9,30,1004,28,NW,41.58,0,0
12543,2014,6,7,14,2,3,3,7,5,8,26,1003,29,NW,46.5,0,0
12544,2014,6,7,15,2,3,8,3,7,9,28,1002,29,NW,51.42,0,0
12545,2014,6,7,16,2,3,3,5,6,8,25,1001,30,NW,54.55,0,0
12546,2014,6,7,17,2,3,55,10,9,10,30,1001,29,NE,3.13,0,0
12547,2014,6,7,18,2,3,12,8,8,10,32,1002,28,SE,4.02,0,0
12548,2014,6,7,19,2,9,17,9,19,11,39,1002,26,SE,5.81,0,0
12549,2014,6,7,20,2,17,26,16,26,11,43,1002,24,SE,7.6,0,0
12550,2014,6,7,21,2,13,32,19,26,14,64,1003,21,SE,9.39,0,0
12551,2014,6,7,22,2,25,39,25,38,13,60,1003,21,SE,11.18,0,0
12552,2014,6,7,23,2,30,37,34,NA,13,68,1003,19,cv,0.89,0,0
12553,2014,6,8,0,2,37,51,36,69,15,77,1003,19,cv,1.78,0,0
12554,2014,6,8,1,2,47,60,46,45,14,77,1003,18,NE,1.79,0,0
12555,2014,6,8,2,2,24,45,39,33,13,72,1003,18,cv,0.89,0,0
12556,2014,6,8,3,2,14,28,21,24,13,77,1003,17,cv,1.78,0,0
12557,2014,6,8,4,2,10,30,27,29,13,77,1003,17,cv,2.67,0,0
12558,2014,6,8,5,2,14,18,22,25,14,82,1003,17,NW,1.79,0,0
12559,2014,6,8,6,2,10,23,17,26,13,72,1003,18,NW,3.58,0,0
12560,2014,6,8,7,2,17,20,18,25,14,72,1003,19,NW,6.71,0,0
12561,2014,6,8,8,2,27,35,28,45,14,64,1003,21,NE,1.79,0,0
12562,2014,6,8,9,2,49,60,54,58,13,53,1003,23,cv,0.89,0,0
12563,2014,6,8,10,2,55,76,64,59,14,50,1002,25,NE,1.79,0,0
12564,2014,6,8,11,2,52,62,61,48,14,44,1002,27,cv,1.79,0,0
12565,2014,6,8,12,2,48,50,51,45,13,39,1001,28,SE,1.79,0,0
12566,2014,6,8,13,2,53,56,56,48,12,33,1000,30,SE,4.92,0,0
12567,2014,6,8,14,2,38,54,44,43,11,30,999,30,cv,1.79,3.5,3.5
12568,2014,6,8,15,2,3,5,14,11,14,72,1002,19,NW,4.92,0.7,4.2
12569,2014,6,8,16,2,5,14,19,11,14,68,1002,20,SE,3.13,0,0
12570,2014,6,8,17,2,14,16,11,19,14,64,1002,21,SE,4.02,0,0
12571,2014,6,8,18,2,16,26,23,25,15,64,1001,22,SE,8.94,0,0
12572,2014,6,8,19,2,28,25,25,30,15,64,1001,22,SE,12.96,0,0
12573,2014,6,8,20,2,37,36,26,44,15,77,1002,19,NE,1.79,0,0
12574,2014,6,8,21,2,38,41,33,38,14,72,1002,19,cv,0.89,0,0
12575,2014,6,8,22,2,31,39,31,33,15,82,1002,18,cv,1.78,0,0
12576,2014,6,8,23,2,36,34,28,NA,14,82,1002,17,NW,1.79,0,0
12577,2014,6,9,0,2,30,39,28,35,14,82,1002,17,NW,4.92,0,0
12578,2014,6,9,1,2,19,29,26,NA,14,87,1003,16,cv,0.89,0,0
12579,2014,6,9,2,2,13,26,21,NA,13,87,1002,15,NW,3.13,0,0
12580,2014,6,9,3,2,9,27,18,NA,13,87,1003,15,cv,0.89,0,0
12581,2014,6,9,4,2,15,28,24,NA,14,87,1004,16,NE,1.79,0,0
12582,2014,6,9,5,2,13,28,20,NA,13,93,1004,14,cv,0.89,0,0
12583,2014,6,9,6,2,14,39,40,NA,15,93,1005,16,NW,3.13,0,0
12584,2014,6,9,7,2,30,48,47,NA,14,72,1005,19,NW,4.92,0,0
12585,2014,6,9,8,2,40,57,53,NA,14,60,1005,22,NW,6.71,0,0
12586,2014,6,9,9,2,42,51,54,NA,14,53,1005,24,cv,0.89,0,0
12587,2014,6,9,10,2,44,55,49,41,13,47,1005,25,cv,1.78,0,0
12588,2014,6,9,11,2,38,48,45,32,13,44,1005,26,SE,1.79,0,0
12589,2014,6,9,12,2,34,34,38,32,11,34,1005,28,NW,1.79,0,0
12590,2014,6,9,13,2,34,25,28,25,10,30,1004,29,cv,1.79,0,0
12591,2014,6,9,14,2,30,30,24,17,10,28,1003,30,cv,3.58,0,0
12592,2014,6,9,15,2,43,43,41,32,7,23,1003,30,SE,3.13,0,0
12593,2014,6,9,16,2,26,41,37,20,9,28,1003,29,SE,6.26,0.1,0.1
12594,2014,6,9,17,2,13,23,15,15,12,39,1003,27,NE,4.02,0,0
12595,2014,6,9,18,2,14,38,27,33,14,50,1004,25,NE,8.04,0,0
12596,2014,6,9,19,2,25,27,25,19,13,56,1005,22,NE,11.17,0,0
12597,2014,6,9,20,2,18,24,19,22,13,56,1006,22,NE,14.3,0,0
12598,2014,6,9,21,2,22,31,24,31,13,56,1007,22,NE,17.43,0,0
12599,2014,6,9,22,2,41,45,39,49,14,64,1008,21,SE,1.79,0,0
12600,2014,6,9,23,2,46,53,46,52,13,60,1008,21,cv,0.89,0,0
12601,2014,6,10,0,2,48,63,51,59,13,64,1008,20,SE,1.79,0,0
12602,2014,6,10,1,2,49,71,64,67,14,77,1008,18,SE,3.58,0,0
12603,2014,6,10,2,2,57,66,60,62,14,72,1008,19,cv,0.89,0,0
12604,2014,6,10,3,2,55,63,54,58,14,72,1009,19,SE,1.79,0,0
12605,2014,6,10,4,2,43,60,45,50,14,72,1008,19,SE,3.58,0,0
12606,2014,6,10,5,2,51,71,64,71,14,77,1008,18,SE,5.37,0,0
12607,2014,6,10,6,2,62,72,69,76,15,82,1009,18,NW,1.79,0,0
12608,2014,6,10,7,2,62,85,77,82,16,82,1009,19,cv,0.89,0,0
12609,2014,6,10,8,2,79,90,84,83,16,77,1009,20,cv,1.78,0,0
12610,2014,6,10,9,2,85,92,92,99,16,68,1009,22,cv,2.67,0,0
12611,2014,6,10,10,2,101,106,97,78,16,68,1009,22,cv,4.46,0,0
12612,2014,6,10,11,2,108,101,102,80,16,57,1009,25,SE,1.79,0,0
12613,2014,6,10,12,2,96,95,102,77,16,54,1008,26,SE,5.81,0,0
12614,2014,6,10,13,2,96,105,107,79,16,57,1008,25,SE,9.83,0,0
12615,2014,6,10,14,2,89,91,94,79,18,73,1008,23,SE,11.62,6.1,6.1
12616,2014,6,10,15,2,33,41,43,59,18,73,1008,23,cv,1.79,0.1,6.2
12617,2014,6,10,16,2,48,59,63,75,17,64,1008,24,SE,3.13,0,0
12618,2014,6,10,17,2,65,86,73,94,16,64,1008,23,SE,7.15,0,0
12619,2014,6,10,18,2,83,94,87,88,16,64,1008,23,SE,10.28,0,0
12620,2014,6,10,19,2,86,83,78,88,16,68,1008,22,SE,12.07,0,0
12621,2014,6,10,20,2,75,77,78,85,16,73,1009,21,cv,0.89,0,0
12622,2014,6,10,21,2,78,85,76,87,16,77,1010,20,SE,1.79,0,0
12623,2014,6,10,22,2,81,92,75,94,17,82,1010,20,cv,0.89,0,0
12624,2014,6,10,23,2,87,92,86,103,17,88,1011,19,cv,1.78,0,0
12625,2014,6,11,0,2,82,94,89,101,17,88,1010,19,SE,0.89,0,0
12626,2014,6,11,1,2,93,108,91,114,17,88,1010,19,NE,0.89,0,0
12627,2014,6,11,2,2,98,110,101,123,16,88,1010,18,NE,2.68,0,0
12628,2014,6,11,3,2,103,114,110,122,16,88,1011,18,NW,0.89,0,0
12629,2014,6,11,4,2,98,77,89,96,15,88,1011,17,NW,2.68,0,0
12630,2014,6,11,5,2,51,50,61,51,14,82,1011,17,NW,5.81,0,0
12631,2014,6,11,6,2,15,36,30,23,16,82,1011,19,NW,8.94,0,0
12632,2014,6,11,7,2,29,43,42,59,15,68,1012,21,NE,3.13,0,0
12633,2014,6,11,8,2,53,53,66,43,15,64,1012,22,NE,8.05,0,0
12634,2014,6,11,9,2,13,15,16,13,14,53,1012,24,NE,12.97,0,0
