No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
16038,2014,10,31,5,3,897,661,846,3,81.06,1023,6,NE,2,0,0
16039,2014,10,31,6,3,630,463,578,3,75.67,1023,7,NW,2,0,0
16040,2014,10,31,7,3,537,458,486,4,86.99,1023,6,NE,4,0,0
16041,2014,10,31,8,3,593,480,493,3,81.06,1023,6,NE,8,0,0
16042,2014,10,31,9,3,587,482,474,4,81.2,1023,7,NE,11,0,0
16043,2014,10,31,10,3,609,510,549,4,81.2,1022,7,NW,3,0,0
16044,2014,10,31,11,3,517,491,533,4,70.88,1022,9,NW,6,0,0
16045,2014,10,31,12,3,551,503,525,4,66.27,1021,10,NW,8,0,0
16046,2014,10,31,13,3,567,529,508,4,62,1020,11,NW,10,0,0
16047,2014,10,31,14,3,591,527,533,4,62,1019,11,NE,2,0,0
16048,2014,10,31,15,3,618,NA,565,4,62,1019,11,NW,2,0,0
16049,2014,10,31,16,3,620,587,586,4,62,1018,11,NW,3,0,0
16050,2014,10,31,17,3,659,630,620,4,66.27,1018,10,NW,5,0,0
16051,2014,10,31,18,3,540,531,552,4,66.27,1019,10,NW,7,0,0
16052,2014,10,31,19,3,573,549,552,4,66.27,1018,10,NW,9,0,0
16053,2014,10,31,20,3,619,556,605,3,66.05,1018,9,NE,2,0,0
16054,2014,10,31,21,3,656,613,591,3,70.67,1018,8,NE,3,0,0
16055,2014,10,31,22,3,704,628,608,3,70.67,1017,8,cv,0,0,0
16056,2014,10,31,23,3,722,643,647,3,70.67,1017,8,cv,0,0.2,0.2
16057,2014,11,1,0,3,725,652,662,4,75.84,1017,8,SE,1,0,0
16058,2014,11,1,1,3,525,564,588,4,75.84,1017,8,SW,2,0,0
16059,2014,11,1,2,3,525,490,588,4,81.2,1017,7,SW,3,0,0
16060,2014,11,1,3,3,626,574,712,4,81.2,1016,7,SE,2,0,0
16061,2014,11,1,4,3,613,555,629,4,81.2,1016,7,cv,1,0,0
16062,2014,11,1,5,3,569,544,543,3,81.06,1017,6,SW,2,0,0
16063,2014,11,1,6,3,484,499,485,3,86.89,1017,5,SW,3,0,0
16064,2014,11,1,7,3,390,434,398,4,86.99,1017,6,cv,1,NA,NA
16065,2014,11,1,8,3,375,366,346,4,81.2,1017,7,SW,2,0,0
16066,2014,11,1,9,3,375,361,346,4,75.84,1017,8,SW,5,0,0
16067,2014,11,1,10,3,324,313,340,4,66.27,1017,10,SW,8,0,0
16068,2014,11,1,11,3,277,276,302,3,57.77,1016,11,NW,1,0,0
16069,2014,11,1,12,3,198,213,242,3,54.08,1015,12,NW,3,0,0
16070,2014,11,1,13,3,120,123,134,2,47.17,1015,13,cv,1,0,0
16071,2014,11,1,14,3,88,107,98,1,43.9,1015,13,NW,2,0,0
16072,2014,11,1,15,3,64,86,69,1,43.9,1015,13,NW,5,0,0
16073,2014,11,1,16,3,47,75,54,1,46.88,1015,12,NW,6,0,0
16074,2014,11,1,17,3,46,70,54,0,46.58,1014,11,SW,1,0,0
16075,2014,11,1,18,3,40,68,44,1,50.08,1014,11,cv,0,0,0
16076,2014,11,1,19,3,83,68,26,1,57.25,1015,9,SW,1,0,0
16077,2014,11,1,20,3,63,65,32,1,61.26,1015,8,SW,3,0,0
16078,2014,11,1,21,3,58,91,38,1,61.26,1015,8,SW,4,0,0
16079,2014,11,1,22,3,64,89,33,-3,42.71,1014,9,NW,3,0,0
16080,2014,11,1,23,3,54,75,36,-3,42.71,1014,9,NW,6,0,0
16081,2014,11,2,0,3,34,61,26,-4,39.63,1014,9,NW,8,0,0
16082,2014,11,2,1,3,20,32,18,-5,36.74,1014,9,NW,11,0,0
16083,2014,11,2,2,3,12,13,20,-5,39.32,1014,8,NW,17,0,0
16084,2014,11,2,3,3,9,12,14,-4,45.4,1014,7,NW,21,0,0
16085,2014,11,2,4,3,9,21,12,-6,41.79,1014,6,NW,26,0,0
16086,2014,11,2,5,3,9,19,12,-6,41.79,1015,6,NW,31,0,0
16087,2014,11,2,6,3,12,17,14,-7,41.48,1015,5,NW,37,0,0
16088,2014,11,2,7,3,15,23,16,-7,44.49,1016,4,NW,41,0,0
16089,2014,11,2,8,3,17,27,19,-7,41.48,1017,5,NW,46,0,0
16090,2014,11,2,9,3,14,19,18,-8,35.82,1017,6,NW,50,0,0
16091,2014,11,2,10,3,16,26,18,-10,28.58,1017,7,NW,53,0,0
16092,2014,11,2,11,3,19,29,17,-12,22.75,1017,8,NW,58,0,0
16093,2014,11,2,12,3,18,20,16,-12,21.26,1016,9,NW,63,0,0
16094,2014,11,2,13,3,20,21,15,-13,19.61,1015,9,NW,70,0,0
16095,2014,11,2,14,3,17,31,17,-14,18.07,1015,9,NW,77,0,0
16096,2014,11,2,15,3,17,17,16,-11,24.65,1016,8,NW,85,0,0
16097,2014,11,2,16,3,26,33,17,-13,20.98,1016,8,NW,94,0,0
16098,2014,11,2,17,3,40,34,19,-12,24.36,1017,7,NW,99,NA,NA
16099,2014,11,2,18,3,56,52,25,-11,28.27,1017,6,SW,3,NA,NA
16100,2014,11,2,19,3,92,57,31,-11,28.27,1018,6,NW,4,NA,NA
16101,2014,11,2,20,3,66,59,36,-11,32.5,1018,4,SW,3,NA,NA
16102,2014,11,2,21,3,66,54,36,-10,35.19,1018,4,SW,6,NA,NA
16103,2014,11,2,22,3,46,56,48,-10,43.57,1018,1,SW,8,NA,NA
16104,2014,11,2,23,3,52,38,33,-9,50.68,1017,0,SW,9,NA,NA
16105,2014,11,3,0,3,44,41,33,-8,54.8,1017,0,SW,11,NA,NA
16106,2014,11,3,1,3,36,51,34,-8,58.95,1017,-1,SW,13,NA,NA
16107,2014,11,3,2,3,50,63,39,-9,58.68,1017,-2,SW,15,NA,NA
16108,2014,11,3,3,3,63,55,45,-8,63.45,1017,-2,SE,2,NA,NA
16109,2014,11,3,4,3,57,49,53,-8,58.95,1017,-1,SE,4,NA,NA
16110,2014,11,3,5,3,53,42,48,-8,58.95,1017,-1,SE,6,NA,NA
16111,2014,11,3,6,3,56,54,74,-8,63.45,1017,-2,SE,8,NA,NA
16112,2014,11,3,7,3,89,77,64,-8,58.95,1017,-1,SE,10,NA,NA
16113,2014,11,3,8,3,94,86,65,-7,51.27,1018,2,SE,11,NA,NA
16114,2014,11,3,9,3,89,86,63,-8,33.43,1018,7,SW,3,NA,NA
16115,2014,11,3,10,3,70,73,57,-8,29.18,1018,9,SW,7,NA,NA
16116,2014,11,3,11,3,48,45,35,-9,22.1,1017,12,SW,11,NA,NA
16117,2014,11,3,12,3,44,44,33,-8,22.38,1017,13,NW,5,NA,NA
16118,2014,11,3,13,3,35,33,30,-9,20.7,1016,13,SW,5,NA,NA
16119,2014,11,3,14,3,31,43,29,-9,20.7,1016,13,NW,5,NA,NA
16120,2014,11,3,15,3,29,35,29,-9,20.7,1016,13,SW,4,NA,NA
16121,2014,11,3,16,3,56,51,35,-9,22.1,1016,12,SW,8,NA,NA
16122,2014,11,3,17,3,62,69,44,-9,25.24,1016,10,SW,10,NA,NA
16123,2014,11,3,18,3,76,83,63,-8,31.23,1016,8,SE,3,NA,NA
16124,2014,11,3,19,3,121,117,90,-8,33.43,1016,7,SW,3,NA,NA
16125,2014,11,3,20,3,159,131,129,-7,41.48,1016,5,SE,2,NA,NA
16126,2014,11,3,21,3,135,137,154,-7,41.48,1016,5,SE,4,NA,NA
16127,2014,11,3,22,3,102,92,146,-7,44.49,1016,4,SE,6,NA,NA
16128,2014,11,3,23,3,68,83,124,-7,47.74,1016,3,SE,8,NA,NA
16129,2014,11,4,0,3,71,95,112,-6,48.04,1016,4,SE,10,NA,NA
16130,2014,11,4,1,3,58,96,116,-5,45.1,1015,6,SE,13,NA,NA
16131,2014,11,4,2,3,49,70,111,-5,45.1,1015,6,SE,16,NA,NA
16132,2014,11,4,3,3,46,47,111,-5,45.1,1015,6,SE,18,NA,NA
16133,2014,11,4,4,3,48,59,88,-4,48.63,1015,6,SE,21,NA,NA
16134,2014,11,4,5,3,53,60,92,-5,45.1,1015,6,SE,24,NA,NA
16135,2014,11,4,6,3,57,62,87,-4,45.4,1015,7,SE,27,NA,NA
16136,2014,11,4,7,3,58,59,107,-3,45.7,1015,8,SE,29,NA,NA
16137,2014,11,4,8,3,64,63,89,-2,40.23,1016,11,SE,31,NA,NA
16138,2014,11,4,9,3,82,66,55,-2,33.05,1016,14,SW,5,NA,NA
16139,2014,11,4,10,3,101,82,65,0,35.87,1016,15,SW,12,NA,NA
16140,2014,11,4,11,3,87,93,61,-1,29.35,1015,17,SW,21,NA,NA
16141,2014,11,4,12,3,68,73,51,-1,27.56,1015,18,SW,30,NA,NA
16142,2014,11,4,13,3,67,64,51,-3,22.33,1014,19,SW,40,NA,NA
16143,2014,11,4,14,3,66,61,53,-2,25.61,1014,18,SW,50,NA,NA
16144,2014,11,4,15,3,69,72,52,-2,25.61,1013,18,SW,61,NA,NA
16145,2014,11,4,16,3,91,82,68,0,31.58,1013,17,SW,70,NA,NA
16146,2014,11,4,17,3,121,108,85,0,38.26,1014,14,SW,78,NA,NA
16147,2014,11,4,18,3,123,96,79,1,43.9,1014,13,SW,84,NA,NA
16148,2014,11,4,19,3,122,92,90,1,50.08,1014,11,SW,88,NA,NA
16149,2014,11,4,20,3,145,103,107,2,50.36,1015,12,SW,93,NA,NA
16150,2014,11,4,21,3,145,109,102,1,53.53,1015,10,SW,96,NA,NA
16151,2014,11,4,22,3,114,78,83,2,61.51,1016,9,SW,99,NA,NA
16152,2014,11,4,23,3,108,80,83,2,57.51,1015,10,SW,103,NA,NA
16153,2014,11,5,0,3,104,80,79,0,46.58,1015,11,SW,107,NA,NA
16154,2014,11,5,1,3,83,74,69,-2,43.01,1015,10,SW,111,NA,NA
16155,2014,11,5,2,3,83,64,69,-3,37.36,1015,11,SW,115,NA,NA
16156,2014,11,5,3,3,69,69,59,-2,40.23,1014,11,SW,120,NA,NA
16157,2014,11,5,4,3,71,69,61,-1,46.29,1014,10,SW,124,NA,NA
16158,2014,11,5,5,3,77,67,65,0,46.58,1014,11,SW,129,NA,NA
16159,2014,11,5,6,3,84,74,70,1,50.08,1014,11,SW,133,NA,NA
16160,2014,11,5,7,3,96,79,75,1,50.08,1014,11,SW,137,NA,NA
16161,2014,11,5,8,3,101,87,81,1,46.88,1014,12,SW,141,NA,NA
16162,2014,11,5,9,3,112,87,89,1,41.14,1015,14,SW,146,NA,NA
16163,2014,11,5,10,3,115,99,96,2,41.43,1014,15,SW,154,NA,NA
16164,2014,11,5,11,3,124,102,93,3,41.73,1014,16,SW,164,NA,NA
16165,2014,11,5,12,3,88,84,78,4,42.02,1014,17,SW,172,NA,NA
16166,2014,11,5,13,3,76,79,72,4,42.02,1014,17,SW,179,NA,NA
16167,2014,11,5,14,3,77,69,69,4,44.78,1014,16,SW,187,NA,NA
16168,2014,11,5,15,3,80,70,69,2,38.86,1014,16,SW,193,NA,NA
16169,2014,11,5,16,3,62,80,57,-2,30.98,1015,15,SW,196,NA,NA
16170,2014,11,5,17,3,65,58,32,-5,30.09,1016,12,NW,2,NA,NA
16171,2014,11,5,18,3,64,51,41,-8,23.89,1017,12,NW,5,NA,NA
16172,2014,11,5,19,3,65,44,32,-7,25.82,1018,12,NW,10,NA,NA
16173,2014,11,5,20,3,32,37,31,-6,31.84,1019,10,NW,12,NA,NA
16174,2014,11,5,21,3,28,38,27,-7,29.48,1020,10,NW,19,NA,NA
16175,2014,11,5,22,3,25,32,20,-8,31.23,1022,8,NW,26,NA,NA
16176,2014,11,5,23,3,13,12,17,-13,22.46,1023,7,NW,32,NA,NA
16177,2014,11,6,0,3,9,10,15,-14,22.18,1024,6,NW,38,NA,NA
16178,2014,11,6,1,3,16,16,15,-13,25.79,1025,5,NW,44,NA,NA
16179,2014,11,6,2,3,16,17,15,-12,30,1026,4,NW,49,NA,NA
16180,2014,11,6,3,3,15,20,15,-12,32.19,1026,3,NW,55,NA,NA
16181,2014,11,6,4,3,16,26,16,-12,34.56,1026,2,NW,59,NA,NA
16182,2014,11,6,5,3,20,22,17,-12,37.13,1027,1,NW,61,NA,NA
16183,2014,11,6,6,3,21,32,20,-11,40.24,1027,1,NW,65,NA,NA
16184,2014,11,6,7,3,23,23,23,-11,40.24,1028,1,NW,68,NA,NA
16185,2014,11,6,8,3,24,21,24,-11,37.45,1029,2,NW,73,NA,NA
16186,2014,11,6,9,3,34,35,27,-11,34.88,1030,3,NW,79,0,0
16187,2014,11,6,10,3,42,40,28,-11,32.5,1030,4,NW,84,0,0
16188,2014,11,6,11,3,44,43,30,-10,30.61,1030,6,NW,89,0,0
16189,2014,11,6,12,3,50,43,29,-10,30.61,1029,6,NW,96,0,0
16190,2014,11,6,13,3,64,66,49,-10,28.58,1029,7,NW,103,0,0
16191,2014,11,6,14,3,62,79,54,-11,28.27,1029,6,NW,110,0,0
16192,2014,11,6,15,3,48,57,46,-11,30.31,1030,5,NW,117,0,0
16193,2014,11,6,16,3,66,74,51,-13,27.66,1030,4,NW,126,0,0
16194,2014,11,6,17,3,81,84,59,-13,29.69,1030,3,NW,133,0,0
16195,2014,11,6,18,3,100,84,64,-13,29.69,1031,3,NW,140,0,0
16196,2014,11,6,19,3,110,93,74,-14,29.38,1031,2,NW,147,0,0
16197,2014,11,6,20,3,118,103,79,-14,31.56,1032,1,NW,152,0,0
16198,2014,11,6,21,3,171,95,81,-14,33.93,1032,0,NE,5,0,0
16199,2014,11,6,22,3,136,112,95,-12,49.78,1032,-3,NE,8,0,0
16200,2014,11,6,23,3,147,123,105,-12,46.22,1032,-2,NE,12,0,0
16201,2014,11,7,0,3,106,120,98,-12,46.22,1032,-2,NE,15,0,0
16202,2014,11,7,1,3,88,99,84,-12,53.65,1032,-4,NE,16,0,0
16203,2014,11,7,2,3,81,83,80,-12,49.78,1032,-3,NE,18,0,0
16204,2014,11,7,3,3,91,85,72,-12,62.44,1032,-6,NE,21,0,0
16205,2014,11,7,4,3,114,106,97,-12,53.65,1031,-4,NE,24,0,0
16206,2014,11,7,5,3,146,131,109,-12,62.44,1031,-6,NE,27,0,0
16207,2014,11,7,6,3,160,150,111,-12,57.86,1031,-5,cv,1,0,0
16208,2014,11,7,7,3,189,195,158,-12,62.44,1032,-6,NE,1,0,0
16209,2014,11,7,8,3,160,168,180,-9,58.68,1032,-2,NE,2,0,0
16210,2014,11,7,9,3,114,153,156,-9,50.68,1032,0,NE,4,0,0
16211,2014,11,7,10,3,88,97,99,-12,32.19,1032,3,NE,6,0,0
16212,2014,11,7,11,3,72,68,69,-12,27.97,1031,5,NE,9,0,0
16213,2014,11,7,12,3,73,59,40,-13,25.79,1031,5,NW,3,0,0
16214,2014,11,7,13,3,67,63,51,-12,26.09,1030,6,NW,5,0,0
16215,2014,11,7,14,3,63,55,52,-13,24.06,1030,6,SW,2,0,0
16216,2014,11,7,15,3,99,90,66,-14,22.18,1029,6,NW,2,0,0
16217,2014,11,7,16,3,104,136,93,-14,25.49,1029,4,NW,4,0,0
16218,2014,11,7,17,3,101,112,95,-14,27.36,1029,3,NW,6,0,0
16219,2014,11,7,18,3,95,116,99,-14,31.56,1029,1,NW,7,0,0
16220,2014,11,7,19,3,101,130,182,-12,42.94,1030,-1,SE,1,0,0
16221,2014,11,7,20,3,177,174,187,-12,46.22,1030,-2,SE,3,0,0
16222,2014,11,7,21,3,200,178,183,-11,50.08,1030,-2,SE,5,0,0
16223,2014,11,7,22,3,246,195,192,-11,50.08,1030,-2,SE,8,0,0
16224,2014,11,7,23,3,275,186,184,-12,49.78,1030,-3,SE,10,0,0
16225,2014,11,8,0,3,214,175,138,-12,53.65,1029,-4,cv,1,0,0
16226,2014,11,8,1,3,154,150,131,-12,49.78,1030,-3,SE,2,0,0
16227,2014,11,8,2,3,139,142,163,-12,57.86,1029,-5,cv,1,0,0
16228,2014,11,8,3,3,165,181,190,-12,67.42,1029,-7,NE,3,0,0
16229,2014,11,8,4,3,213,225,179,-12,67.42,1028,-7,NE,5,0,0
16230,2014,11,8,5,3,188,199,151,-13,62.18,1028,-7,cv,1,0,0
16231,2014,11,8,6,3,184,210,185,-13,67.19,1028,-8,NE,3,0,0
16232,2014,11,8,7,3,212,230,190,-12,67.42,1028,-7,NE,5,0,0
16233,2014,11,8,8,3,175,195,188,-9,58.68,1029,-2,SE,2,0,0
16234,2014,11,8,9,3,164,154,142,-10,43.57,1029,1,SE,4,0,0
16235,2014,11,8,10,3,119,145,119,-11,32.5,1028,4,cv,1,0,0
16236,2014,11,8,11,3,94,95,78,-13,24.06,1027,6,SE,2,0,0
16237,2014,11,8,12,3,80,84,64,-12,24.36,1026,7,SW,2,0,0
16238,2014,11,8,13,3,65,67,57,-13,20.98,1025,8,SW,4,0,0
16239,2014,11,8,14,3,58,65,53,-14,18.07,1025,9,SW,5,0,0
16240,2014,11,8,15,3,60,76,56,-13,19.61,1025,9,SW,7,0,0
16241,2014,11,8,16,3,91,131,73,-13,20.98,1024,8,SW,9,0,0
16242,2014,11,8,17,3,90,107,77,-14,22.18,1024,6,SE,2,0,0
16243,2014,11,8,18,3,90,102,80,-14,27.36,1024,3,SW,1,0,0
16244,2014,11,8,19,3,85,98,89,-13,34.25,1025,1,SE,1,0,0
16245,2014,11,8,20,3,84,96,139,-12,42.94,1025,-1,SE,3,0,0
16246,2014,11,8,21,3,93,130,213,-11,50.08,1025,-2,SE,5,0,0
16247,2014,11,8,22,3,167,196,194,-11,46.53,1025,-1,SE,7,0,0
16248,2014,11,8,23,3,258,163,158,-11,53.94,1025,-3,SE,8,0,0
16249,2014,11,9,0,3,189,133,136,-11,50.08,1025,-2,SE,9,0,0
16250,2014,11,9,1,3,136,113,138,-11,58.13,1025,-4,SE,10,0,0
16251,2014,11,9,2,3,129,128,165,-10,54.23,1025,-2,SE,12,0,0
16252,2014,11,9,3,3,130,141,155,-10,50.38,1024,-1,SE,15,0,0
16253,2014,11,9,4,3,123,140,148,-10,50.38,1024,-1,SE,18,0,0
16254,2014,11,9,5,3,131,174,157,-10,50.38,1024,-1,SE,20,0,0
16255,2014,11,9,6,3,144,183,149,-9,58.68,1024,-2,SE,22,0,0
16256,2014,11,9,7,3,141,187,168,-8,58.95,1024,-1,SE,25,0,0
16257,2014,11,9,8,3,174,200,147,-8,47.44,1024,2,SE,27,0,0
16258,2014,11,9,9,3,174,201,142,-6,41.79,1024,6,SE,28,0,0
16259,2014,11,9,10,3,166,140,127,-3,42.71,1024,9,SW,2,0,0
16260,2014,11,9,11,3,151,131,119,0,49.8,1024,10,SW,6,0,0
16261,2014,11,9,12,3,110,93,85,-5,32.14,1023,11,SW,9,0,0
16262,2014,11,9,13,3,79,78,73,-5,28.18,1022,13,SW,12,0,0
16263,2014,11,9,14,3,59,53,59,-6,26.11,1022,13,SW,16,0,0
16264,2014,11,9,15,3,71,68,70,-8,22.38,1022,13,SW,20,0,0
16265,2014,11,9,16,3,77,76,71,-9,23.61,1022,11,SW,23,0,0
16266,2014,11,9,17,3,77,101,71,-9,28.88,1022,8,SW,24,0,0
16267,2014,11,9,18,3,102,99,98,-9,33.12,1022,6,SE,2,0,0
16268,2014,11,9,19,3,102,116,98,-9,35.51,1022,5,SW,2,0,0
16269,2014,11,9,20,3,121,118,93,-9,35.51,1022,5,SE,2,0,0
16270,2014,11,9,21,3,114,115,104,-9,43.88,1023,2,SE,4,0,0
16271,2014,11,9,22,3,168,136,158,-8,58.95,1023,-1,SE,5,0,0
16272,2014,11,9,23,3,134,139,151,-7,63.69,1023,-1,SE,6,0,0
16273,2014,11,10,0,3,116,121,181,-8,63.45,1023,-2,SE,8,0,0
16274,2014,11,10,1,3,168,150,150,-7,59.21,1023,0,SE,11,0,0
16275,2014,11,10,2,3,142,122,165,-7,63.69,1023,-1,SE,13,0,0
16276,2014,11,10,3,3,145,152,193,-7,55.08,1023,1,SE,15,0,0
16277,2014,11,10,4,3,148,150,163,-7,55.08,1022,1,SE,18,0,0
16278,2014,11,10,5,3,138,155,151,-7,55.08,1022,1,SE,22,0,0
16279,2014,11,10,6,3,136,173,192,-7,55.08,1022,1,SE,26,0,0
16280,2014,11,10,7,3,147,171,194,-7,55.08,1022,1,SE,30,0,0
16281,2014,11,10,8,3,166,188,183,-6,51.56,1023,3,SE,33,0,0
16282,2014,11,10,9,3,166,217,183,-6,36.44,1022,8,SE,34,0,0
16283,2014,11,10,10,3,137,140,124,-6,31.84,1022,10,cv,1,0,0
16284,2014,11,10,11,3,155,130,120,-5,28.18,1022,13,SW,3,0,0
16285,2014,11,10,12,3,118,91,100,-5,24.75,1021,15,SW,7,0,0
16286,2014,11,10,13,3,121,102,97,-4,26.69,1020,15,SW,11,0,0
16287,2014,11,10,14,3,125,107,108,-2,29.06,1019,16,SW,15,0,0
16288,2014,11,10,15,3,148,140,113,-7,19.92,1019,16,SW,18,0,0
16289,2014,11,10,16,3,156,147,127,-7,24.18,1019,13,SW,20,0,0
16290,2014,11,10,17,3,156,163,127,-6,31.84,1018,10,SW,22,0,0
16291,2014,11,10,18,3,175,179,134,-4,42.4,1018,8,SW,24,0,0
16292,2014,11,10,19,3,269,223,209,-3,45.7,1018,8,SE,3,0,0
16293,2014,11,10,20,3,269,206,209,-2,52.7,1018,7,SW,2,0,0
16294,2014,11,10,21,3,285,176,205,-2,56.45,1018,6,SW,4,0,0
16295,2014,11,10,22,3,197,151,161,-4,48.63,1018,6,SE,2,0,0
16296,2014,11,10,23,3,138,111,111,-5,51.84,1017,4,SE,4,0,0
16297,2014,11,11,0,3,126,104,115,-4,55.91,1017,4,SE,6,0,0
16298,2014,11,11,1,3,126,107,108,-2,60.51,1016,5,SE,8,0,0
16299,2014,11,11,2,3,126,99,108,-1,60.76,1016,6,SE,10,0,0
16300,2014,11,11,3,3,132,107,105,-1,60.76,1015,6,SE,12,0,0
16301,2014,11,11,4,3,132,115,105,-1,60.76,1015,6,SE,15,0,0
16302,2014,11,11,5,3,165,133,127,0,65.36,1014,6,SE,18,0,0
16303,2014,11,11,6,3,165,138,127,0,65.36,1014,6,SE,20,0,0
16304,2014,11,11,7,3,184,143,140,0,65.36,1014,6,SE,22,0,0
16305,2014,11,11,8,3,205,185,149,2,70.47,1014,7,SE,23,0,0
16306,2014,11,11,9,3,247,221,184,3,66.05,1014,9,SW,3,0,0
16307,2014,11,11,10,3,238,82,206,-2,40.23,1014,11,SW,9,NA,NA
16308,2014,11,11,11,3,82,90,93,-4,34.66,1014,11,SW,14,NA,NA
16309,2014,11,11,12,3,97,101,82,-4,37.05,1013,10,NW,5,0,0
16310,2014,11,11,13,3,99,78,92,-2,40.23,1013,11,NW,9,0,0
16311,2014,11,11,14,3,64,33,73,-3,39.93,1013,10,NW,13,0,0
16312,2014,11,11,15,3,22,32,25,-5,36.74,1013,9,NW,18,0,0
16313,2014,11,11,16,3,20,36,22,-7,33.74,1013,8,NW,22,0,0
16314,2014,11,11,17,3,26,42,28,-7,36.13,1014,7,NW,24,0,0
16315,2014,11,11,18,3,37,49,29,-7,36.13,1013,7,NW,26,0,0
16316,2014,11,11,19,3,54,39,31,-7,36.13,1013,7,NW,29,0,0
16317,2014,11,11,20,3,50,18,29,-13,22.46,1014,7,NW,34,0,0
16318,2014,11,11,21,3,37,35,18,-12,26.09,1014,6,NW,38,0,0
16319,2014,11,11,22,3,44,53,22,-12,27.97,1014,5,NE,1,0,0
16320,2014,11,11,23,3,44,37,22,-13,27.66,1014,4,NW,2,0,0
16321,2014,11,12,0,3,37,31,29,-13,31.88,1014,2,NW,5,0,0
16322,2014,11,12,1,3,22,28,21,-13,34.25,1014,1,NW,9,0,0
16323,2014,11,12,2,3,22,23,21,-15,27.05,1014,2,NW,13,0,0
16324,2014,11,12,3,3,16,20,16,-16,26.75,1014,1,NW,16,0,0
16325,2014,11,12,4,3,24,28,26,-17,26.44,1014,0,NW,19,0,0
16326,2014,11,12,5,3,24,27,26,-11,50.08,1014,-2,SW,3,0,0
16327,2014,11,12,6,3,16,16,19,-15,31.25,1015,0,NW,5,0,0
16328,2014,11,12,7,3,12,24,17,-13,36.82,1016,0,NW,14,0,0
16329,2014,11,12,8,3,15,24,21,-18,26.13,1017,-1,NW,25,0,0
16330,2014,11,12,9,3,17,20,22,-17,28.44,1018,-1,NW,35,0,0
16331,2014,11,12,10,3,14,17,18,-20,22.01,1018,-1,NW,46,0,0
16332,2014,11,12,11,3,13,24,17,-19,23.99,1019,-1,NW,55,0,0
16333,2014,11,12,12,3,19,24,17,-19,23.99,1019,-1,NW,64,0,0
16334,2014,11,12,13,3,26,30,17,-20,22.01,1019,-1,SW,10,0,0
16335,2014,11,12,14,3,22,39,21,-22,18.48,1019,-1,NW,9,0,0
16336,2014,11,12,15,3,31,48,25,-23,16.91,1019,-1,NW,18,0,0
16337,2014,11,12,16,3,41,51,30,-24,16.64,1020,-2,NW,26,0,0
16338,2014,11,12,17,3,46,45,31,-24,17.93,1021,-3,NW,33,0,0
16339,2014,11,12,18,3,61,42,31,-25,16.38,1022,-3,NW,42,0,0
16340,2014,11,12,19,3,65,33,30,-25,17.65,1022,-4,NW,51,0,0
16341,2014,11,12,20,3,46,28,26,-24,19.32,1023,-4,NW,58,0,0
16342,2014,11,12,21,3,40,25,23,-23,21.13,1023,-4,NW,65,0,0
16343,2014,11,12,22,3,33,25,20,-22,24.9,1024,-5,NW,69,0,0
16344,2014,11,12,23,3,33,17,20,-22,24.9,1024,-5,NW,73,0,0
16345,2014,11,13,0,3,24,17,17,-22,26.87,1024,-6,NW,77,0,0
16346,2014,11,13,1,3,25,25,19,-21,34.23,1024,-8,SW,3,0,0
16347,2014,11,13,2,3,25,30,19,-20,43.68,1024,-10,SW,6,0,0
16348,2014,11,13,3,3,22,24,17,-19,44.01,1024,-9,SW,8,0,0
16349,2014,11,13,4,3,40,39,23,-19,47.62,1023,-10,SW,10,0,0
16350,2014,11,13,5,3,40,27,23,-18,51.87,1023,-10,SE,1,0,0
16351,2014,11,13,6,3,48,36,27,-19,47.62,1023,-10,SE,2,0,0
16352,2014,11,13,7,3,48,45,27,-18,47.93,1023,-9,SE,3,0,0
16353,2014,11,13,8,3,44,82,40,-17,41.35,1023,-6,SE,4,0,0
16354,2014,11,13,9,3,59,69,49,-17,32.97,1023,-3,SW,3,0,0
16355,2014,11,13,10,3,75,53,56,-16,28.75,1023,0,SW,7,0,0
16356,2014,11,13,11,3,41,29,34,-18,24.29,1023,0,SW,12,0,0
16357,2014,11,13,12,3,39,25,28,-18,21.03,1022,2,SW,16,NA,NA
16358,2014,11,13,13,3,39,29,28,-18,21.03,1022,2,SW,21,0,0
16359,2014,11,13,14,3,34,51,26,-17,21.32,1021,3,SW,26,0,0
16360,2014,11,13,15,3,53,44,36,-16,23.18,1021,3,SW,30,0,0
16361,2014,11,13,16,3,49,54,41,-17,22.89,1021,2,SW,33,0,0
16362,2014,11,13,17,3,52,64,37,-16,28.75,1021,0,SW,35,0,0
16363,2014,11,13,18,3,73,91,47,-15,33.61,1021,-1,SW,37,0,0
16364,2014,11,13,19,3,116,114,62,-14,42.31,1022,-3,SE,1,0,0
16365,2014,11,13,20,3,141,126,91,-14,39.28,1022,-2,SE,3,0,0
16366,2014,11,13,21,3,160,137,119,-13,49.48,1022,-4,SE,5,0,0
16367,2014,11,13,22,3,148,134,118,-14,49.17,1022,-5,SW,2,0,0
16368,2014,11,13,23,3,148,129,118,-14,49.17,1022,-5,cv,0,0,0
16369,2014,11,14,0,3,143,107,98,-13,57.58,1022,-6,cv,0,0,0
16370,2014,11,14,1,3,143,131,106,-13,57.58,1022,-6,SW,1,0,0
16371,2014,11,14,2,3,112,94,74,-13,57.58,1023,-6,SW,2,0,0
